Scenario_ID,Month,1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y,Start_Curve_ID
1,23,-0.5620358,-0.8601736,-0.84910965,-0.2541163,0.603089,1.5161576,2.5439315,3.7808275,4.433863,5.6349144,5.7125764,1
1,24,-0.64860725,-0.8518754,-0.81177354,-0.15406585,0.66388905,1.5834523,2.4625719,3.5808916,4.20983,5.4431405,5.6269875,1
1,25,-0.42014003,-0.44119728,-0.50262237,0.22980869,1.1014559,2.1041918,3.0900538,4.1768003,4.6528487,5.776619,5.8729234,1
1,26,-0.5219588,-0.5010487,-0.44875216,0.30528736,1.2583421,2.29369,3.3558087,4.5298395,4.920054,6.0006638,6.068159,1
1,27,-0.5276141,-0.654384,-0.59638405,0.08592272,0.9328239,1.8775135,2.8097558,3.9732885,4.457753,5.6343465,5.766206,1
1,28,-0.7443702,-0.77303565,-0.7267418,-0.10862994,0.6794038,1.6303916,2.613029,3.7849774,4.2123003,5.316468,5.449374,1
1,29,-1.1893725,-0.83648074,-0.71483064,-0.061962366,0.81562066,1.7561634,2.7419744,3.9296243,4.376369,5.4799943,5.573301,1
1,30,-0.25814915,-0.40751994,-0.342731,0.25053465,1.1464983,2.0815475,2.882741,4.0090017,4.3066845,5.3738685,5.4023094,1
1,31,-0.25579762,-0.54660046,-0.44543004,0.16303444,1.036238,1.9572513,2.7260447,3.8230748,4.01945,4.962198,4.9649396,1
1,32,-0.5384903,-0.51177776,-0.23988652,0.40338147,1.3160611,2.238767,2.9899232,4.1181946,4.378408,5.4262667,5.3568454,1
1,33,-0.009261131,0.005002737,0.3349476,1.0692745,1.9890716,2.8132157,3.4967859,4.519383,4.5704145,5.5975833,5.3737397,1
1,34,0.2065314,0.16775358,0.5088408,1.1446455,2.0342946,2.7521286,3.504828,4.5257316,4.599778,5.5268407,5.353339,1
1,35,0.1413151,0.27954495,0.5143287,1.1797738,2.069704,2.7893174,3.5317476,4.5270753,4.6869135,5.686054,5.516797,1
1,36,0.26105988,0.3450488,0.59000885,1.2669494,2.1408424,2.840469,3.641003,4.6254873,4.8686924,5.842725,5.653027,1
1,37,0.5796735,0.48138154,0.76204306,1.3548187,2.299387,2.967198,3.8226492,4.830864,4.928377,5.8592176,5.664633,1
1,38,0.43747115,0.48054075,0.8282541,1.4261792,2.4442873,3.1795409,3.9863245,4.988357,5.0758266,5.9659185,5.7840343,1
1,39,0.2950312,0.5048064,0.8944093,1.4793923,2.571567,3.3172455,4.1244674,5.1318827,5.158801,5.949661,5.698697,1
1,40,0.6393323,0.6065644,0.97404367,1.6542549,2.8016376,3.5753849,4.3494587,5.2551827,5.211795,5.9747167,5.6760178,1
1,41,0.41838837,0.52697325,0.8952601,1.578021,2.6966217,3.4407387,4.233649,5.057428,5.034135,5.6885414,5.3433614,1
1,42,0.15543532,0.58861315,1.0275425,1.8403063,3.002509,3.7015698,4.4531674,5.2026587,5.1714206,5.7670684,5.3765826,1
1,43,0.531307,0.71797645,1.1425912,1.9588653,3.0772953,3.7446327,4.5074844,5.2026544,5.2291594,5.852355,5.4593005,1
1,44,0.54587626,0.658344,1.0601757,1.7920566,2.907091,3.6585064,4.5724163,5.3327947,5.343217,5.928934,5.521569,1
1,45,0.6968385,0.8702816,1.2628944,1.9611014,3.0609655,3.6792815,4.526628,5.249824,5.277199,5.900503,5.448277,1
1,46,0.85569715,1.0658667,1.4620161,2.188914,3.247408,3.8600898,4.689003,5.391474,5.417203,6.030226,5.573208,1
1,47,1.009486,1.0954316,1.4382966,2.1333282,3.135346,3.774712,4.6138844,5.340403,5.341606,6.0027404,5.630819,1
1,48,1.1140866,1.1573812,1.4560068,2.0264878,3.0661564,3.5648549,4.2566795,4.938445,4.956212,5.6329074,5.273621,1
1,49,1.0787544,1.284211,1.5591906,2.117408,3.2054882,3.7152987,4.43406,5.134487,5.067888,5.6609135,5.33707,1
1,50,1.3184401,1.3952721,1.5843279,2.1101744,3.1269197,3.5691552,4.2141514,4.958304,4.903558,5.4398966,5.0810323,1
1,51,1.2932775,1.3172662,1.5345402,2.0456293,2.9888923,3.370845,3.9633834,4.7184243,4.711071,5.229101,4.930153,1
1,52,1.3424351,1.3849685,1.5455146,2.0839572,3.0609574,3.5061269,4.1592283,4.847819,4.7866807,5.280549,4.9622803,1
1,53,1.3775315,1.513716,1.6835978,2.2775388,3.3476753,3.8349366,4.474491,5.0993342,4.932524,5.337102,4.895509,1
1,54,1.4441274,1.6167691,1.8341044,2.3792872,3.4415941,3.8458953,4.427158,4.9555926,4.759483,5.126624,4.708352,1
1,55,1.6302423,1.7810662,1.9661963,2.5482366,3.6188347,4.047156,4.614249,5.1419854,4.9363933,5.2534065,4.7523375,1
1,56,1.7335773,1.8860011,1.9981067,2.5927312,3.6572585,4.0634694,4.6295843,5.1525464,5.0548015,5.3524756,4.96522,1
1,57,1.7143614,2.0691059,2.1205068,2.7658937,3.8261538,4.1763988,4.7283335,5.1897955,5.0631824,5.311936,4.965377,1
1,58,1.6078838,2.112398,2.1124735,2.779027,3.8214736,4.1453247,4.6501513,5.078656,4.9123616,5.1644363,4.7656417,1
1,59,2.1511116,2.303544,2.2054698,2.898068,3.9668007,4.3238945,4.7683487,5.1691184,4.922456,5.153425,4.7079964,1
1,60,1.9184214,2.239503,2.3033776,2.9121685,3.8054202,4.132401,4.630517,5.1587925,4.9439135,5.1042247,4.7856154,1
2,1,1.716302,1.5847596,1.6046906,1.8901744,2.676143,3.2260954,3.8439624,4.128004,4.431167,5.3360357,5.4125977,1
2,2,1.622274,1.6893382,1.8004401,2.1876395,3.0220351,3.6330647,4.206722,4.4442506,4.695545,5.5778246,5.634811,1
2,3,1.8431201,1.9785831,2.116297,2.6017127,3.4569266,4.0457115,4.650075,4.832142,5.042183,5.791679,5.7505436,1
2,4,2.2180152,2.3049886,2.3409977,2.7648046,3.6661363,4.166707,4.6775184,4.693645,4.829181,5.581689,5.496156,1
2,5,2.3637574,2.3560839,2.3580873,2.8019712,3.6988907,4.0903172,4.517488,4.4985986,4.5988855,5.3461475,5.212496,1
2,6,2.0489836,2.2471309,2.1887293,2.662263,3.4834275,3.8908482,4.346345,4.3814735,4.4989552,5.232531,5.0901747,1
2,7,2.5034041,2.4265215,2.3691123,2.895131,3.7295983,4.1856866,4.6320195,4.6688695,4.775108,5.5292935,5.412362,1
2,8,2.5363798,2.3758852,2.3216047,2.7793627,3.5050302,3.9116814,4.339138,4.4089403,4.5015454,5.2031035,5.089067,1
2,9,2.4007444,2.419892,2.4652877,2.9195194,3.608947,4.0506134,4.422633,4.478367,4.551227,5.2699213,5.207626,1
2,10,2.628046,2.6684942,2.6784852,3.1499426,3.9090528,4.310334,4.6393075,4.685792,4.757899,5.379772,5.2937346,1
2,11,2.881096,2.7602596,2.8086467,3.2692304,4.034418,4.4221945,4.7580004,4.7445235,4.725221,5.2580585,5.0806074,1
2,12,2.9930058,2.8550901,2.890954,3.366246,4.1148925,4.511611,4.894307,4.919797,4.995212,5.619287,5.427438,1
2,13,3.080488,2.9575562,2.976901,3.4595218,4.171699,4.5325723,4.964536,5.082315,5.094437,5.68382,5.4604406,1
2,14,3.3025641,3.1071484,3.1339974,3.6283698,4.325198,4.8082075,5.2659764,5.34374,5.32267,5.834758,5.570857,1
2,15,3.31106,3.0457227,3.110991,3.6681037,4.4443483,5.055132,5.659394,5.7283745,5.6871724,6.201917,5.9063396,1
2,16,3.2583296,3.078261,3.2026157,3.774119,4.668274,5.3362684,5.9668,6.171836,6.072063,6.476915,6.103852,1
2,17,3.8656697,3.5524468,3.7080963,4.4321203,5.422454,6.060486,6.573897,6.677644,6.4835453,6.729603,6.297043,1
2,18,3.8672564,3.8012156,4.0604076,4.7752166,5.7446375,6.393473,6.849615,6.8752813,6.7399178,6.949147,6.486594,1
2,19,4.198414,3.8551874,3.949773,4.7562265,5.6748166,6.3177266,6.8017054,6.8468957,6.782735,6.964185,6.459365,1
2,20,4.030526,3.8565369,4.0646505,4.792387,5.697239,6.281745,6.741329,6.794985,6.830291,6.99195,6.5116777,1
2,21,3.9000647,3.5886953,3.8815157,4.62045,5.5572505,6.2878714,6.9531517,7.1839066,7.3709025,7.507062,6.9272237,1
2,22,3.7648058,3.557147,3.858258,4.601669,5.634844,6.5037403,7.365096,7.6022844,7.720528,7.861222,7.107886,1
2,23,3.556045,3.325635,3.547595,4.2575912,5.2138996,5.9833336,6.780327,7.0208273,7.1906652,7.3994703,6.7631493,1
2,24,3.791211,3.3878918,3.6017208,4.3359137,5.3512,6.1968136,6.8717213,7.0178514,7.092262,7.2594366,6.525052,1
2,25,3.9006703,3.477672,3.7576668,4.614333,5.7359147,6.633301,7.3305197,7.441846,7.500982,7.6334734,6.882392,1
2,26,3.9099877,3.6835089,4.0941916,5.067252,6.3958454,7.459347,8.081682,8.12253,7.941904,7.9163575,7.107191,1
2,27,4.2183285,3.993877,4.368803,5.3505044,6.8363266,8.026994,8.535646,8.374443,8.18357,8.089597,7.272088,1
2,28,4.2584195,4.140616,4.558631,5.6195774,6.995122,8.179809,8.716471,8.455492,8.239571,8.115305,7.193605,1
2,29,4.521693,4.4852486,4.897547,5.867424,7.2419605,8.370991,8.788465,8.466181,8.187599,8.056822,7.1541963,1
2,30,4.6546516,4.5622563,4.9654293,5.9619436,7.3591022,8.504169,8.889012,8.520956,8.227018,8.116597,7.1823206,1
2,31,4.7166233,4.560198,4.8913107,5.742521,7.010494,8.161627,8.630423,8.396227,8.180186,8.175365,7.312065,1
2,32,4.653228,4.651575,5.033326,5.86887,7.1323357,8.266074,8.78106,8.594025,8.4049,8.378543,7.524995,1
2,33,4.787168,4.723169,5.1336427,6.0019236,7.445752,8.70881,9.231462,8.931713,8.645255,8.541618,7.619107,1
2,34,4.7732964,4.80772,5.2311535,6.090685,7.457243,8.682726,9.197226,8.861804,8.603809,8.483881,7.5918503,1
2,35,5.113107,5.0856094,5.4967556,6.1718426,7.413353,8.5025215,8.964065,8.689165,8.479663,8.361774,7.47347,1
2,36,5.281861,5.0279484,5.5516434,6.301338,7.659727,8.807325,9.188753,8.799847,8.536952,8.313575,7.4029675,1
2,37,5.0773153,4.72899,5.198937,5.683137,6.717575,7.7325993,8.200623,7.960708,7.8918467,7.80061,6.9478865,1
2,38,5.107338,4.7489505,5.142111,5.6159286,6.5615416,7.4405236,7.875146,7.7183466,7.767459,7.7745476,6.948955,1
2,39,5.0104313,4.7290816,5.027319,5.4116554,6.2889957,7.047455,7.4773417,7.194791,7.3242846,7.3721886,6.6181417,1
2,40,5.0479097,4.7768216,5.108351,5.549815,6.5555468,7.330629,7.946713,7.7831635,7.8665123,7.9119062,7.0527864,1
2,41,5.1865034,4.9194074,5.2611713,5.691764,6.755044,7.531643,8.23892,8.072561,7.9964724,8.054275,7.160836,1
2,42,5.0280724,4.787648,5.0811214,5.46569,6.4336233,7.121113,7.7682905,7.6007056,7.611788,7.6876774,6.8929935,1
2,43,4.965947,4.820827,5.139779,5.539827,6.4716897,7.1635647,7.807907,7.662286,7.639554,7.6939516,6.873317,1
2,44,5.0925827,4.9804697,5.3362055,5.7601852,6.7263584,7.48981,8.153202,7.9774523,7.8661404,7.843273,6.9476814,1
2,45,5.256461,5.0234776,5.387968,5.7824106,6.6252613,7.2376657,7.76643,7.5901546,7.495741,7.537486,6.6778927,1
2,46,5.243291,4.9280996,5.205393,5.516447,6.3016243,6.8942776,7.365612,7.2343707,7.162948,7.2822976,6.4619327,1
2,47,4.8891616,4.72641,4.927138,5.184449,5.791649,6.251941,6.70263,6.585145,6.5675917,6.758571,5.961073,1
2,48,5.099023,4.8341327,4.9988213,5.2222295,5.721632,6.109993,6.4178734,6.2887926,6.261764,6.4933596,5.7440953,1
2,49,5.1881166,4.888824,5.0491943,5.228902,5.71484,6.0646367,6.373982,6.2867393,6.3825917,6.749897,5.9952636,1
2,50,5.0250793,4.806642,5.012356,5.2563324,5.8295813,6.3019667,6.741493,6.805869,6.93659,7.2000523,6.407497,1
2,51,5.0881996,4.8973827,5.123348,5.3831205,5.985386,6.480548,6.9154654,6.8464146,6.963837,7.17618,6.435513,1
2,52,5.1597233,4.9112105,5.127344,5.3588395,6.0082426,6.494786,6.922358,6.8113146,6.8999157,7.0839577,6.398077,1
2,53,5.4838934,5.099118,5.3408413,5.6187,6.322282,6.7692013,7.2385654,7.0959044,7.1798487,7.296705,6.551076,1
2,54,5.512778,5.1955805,5.5173626,5.789761,6.417906,6.838681,7.1041403,6.8825536,6.8888135,6.979395,6.2513533,1
2,55,5.453804,5.232211,5.5744376,5.8725557,6.494545,6.940092,7.178158,6.909592,6.9183016,6.9570436,6.2450714,1
2,56,5.873125,5.5046797,5.791813,6.0452747,6.6182604,7.0791225,7.2858357,7.045967,7.1497545,7.2316446,6.6055717,1
2,57,5.7413607,5.4709997,5.7289343,5.9948826,6.5524473,7.0148306,7.2988634,7.087307,7.115513,7.2007246,6.5927353,1
2,58,5.5238495,5.397882,5.745116,6.0400496,6.6524925,7.214376,7.5564513,7.385768,7.359947,7.343274,6.7501073,1
2,59,5.7542667,5.542169,5.856081,6.0841894,6.7064476,7.241906,7.6708627,7.4615936,7.4979057,7.4535418,6.807708,1
2,60,5.628665,5.340085,5.634565,5.906535,6.464958,7.089896,7.4653053,7.316247,7.3645525,7.1689243,6.492857,1
3,1,1.4604077,1.5555393,1.6338469,2.0213065,2.724289,3.164547,4.0577445,4.5560327,4.916299,5.808253,5.783778,1
3,2,1.719254,1.7327687,1.8304623,2.231528,2.9358907,3.3911254,4.224381,4.7168856,5.028479,5.8063025,5.831151,1
3,3,1.5790704,1.6967161,1.7539529,2.203051,2.8330958,3.2632947,4.0957,4.4563894,4.755932,5.5070257,5.622991,1
3,4,1.2625893,1.5045677,1.6371375,2.065905,2.6742017,3.324521,4.238325,4.70594,5.149849,5.965123,6.0801086,1
3,5,1.5653775,1.6385939,1.7009767,2.135604,2.676428,3.275137,4.117876,4.5729456,5.0178995,5.866237,6.0555377,1
3,6,1.3842437,1.3691797,1.447341,1.8179958,2.3233774,2.8632662,3.7480137,4.2744794,4.8191466,5.642993,5.9150095,1
3,7,1.273906,1.3940555,1.4232738,1.8293744,2.402504,3.017926,3.9910212,4.5086894,5.212314,5.94236,6.202345,1
3,8,1.6779256,1.7569096,1.8715026,2.4263391,3.335347,4.040252,5.194215,5.6405115,6.08463,6.5661163,6.5281487,1
3,9,1.610582,1.7612313,1.8671694,2.344167,3.021462,3.4996815,4.5096397,4.8333383,5.345744,5.94431,6.004564,1
3,10,1.573134,1.7922297,1.8263239,2.260668,2.962491,3.4831688,4.5715947,4.826971,5.279314,5.858764,5.934431,1
3,11,1.729009,2.0733418,2.1752112,2.737543,3.6556926,4.2332344,5.299689,5.536425,5.9569955,6.3684688,6.287492,1
3,12,1.9791569,2.2139072,2.3029969,2.90661,3.7811022,4.2866206,5.2726593,5.4932995,5.8303046,6.280504,6.0880632,1
3,13,2.251027,2.4676356,2.630557,3.1642747,4.072598,4.481914,5.434956,5.5250416,5.8802905,6.282553,6.091923,1
3,14,2.443305,2.6860776,3.0947993,3.559458,4.462577,4.6819787,5.5678363,5.55577,5.9289083,6.2825947,6.0396876,1
3,15,2.6460514,2.8845744,3.0694234,3.3147926,4.0456133,4.235343,5.1489487,5.1974797,5.653305,6.0501037,5.809767,1
3,16,2.576137,3.0294518,3.273361,3.4374604,4.11329,4.1783667,5.0479555,5.002585,5.513532,6.0014925,5.684786,1
3,17,2.9034975,3.249273,3.4459674,3.5309584,4.0459914,4.017373,4.8790364,4.798458,5.2223234,5.765935,5.379355,1
3,18,3.0090194,3.340302,3.5900824,3.5886972,4.0550942,3.8872855,4.668002,4.5038366,4.9703465,5.47604,5.1489897,1
3,19,3.23296,3.492951,3.6093733,3.5304952,3.813881,3.5351167,4.14952,3.97146,4.240439,4.828772,4.5846033,1
3,20,3.5098648,3.8124723,4.003851,3.9277582,4.294994,4.079772,4.800168,4.64721,4.7866073,5.3565817,5.126869,1
3,21,3.6957397,3.9029741,4.1820173,3.8460555,4.182227,3.9018886,4.523637,4.465952,4.714894,5.233449,4.985785,1
3,22,3.718138,4.118854,4.4735923,4.113282,4.4739037,4.1764593,4.821128,4.6859484,4.941953,5.427568,5.1626697,1
3,23,4.2435694,4.379286,4.757944,4.463853,4.882867,4.559546,5.264022,5.0437346,5.219958,5.6600018,5.3503823,1
3,24,4.5189676,4.68404,5.018968,4.788553,5.1395154,4.8217697,5.4673214,5.1552124,5.2291336,5.6416526,5.115025,1
3,25,4.811599,4.9114933,5.1679363,4.959993,5.178869,4.9132743,5.5381203,5.2546163,5.330473,5.752978,5.133181,1
3,26,4.9372272,4.975657,5.3367615,5.104562,5.226476,4.9840784,5.609972,5.3516126,5.4407134,5.8000603,5.171579,1
3,27,5.207878,5.0397415,5.3302803,5.0775604,5.1949167,4.9567347,5.57458,5.35166,5.435413,5.774651,5.138624,1
3,28,5.179387,5.032757,5.2824907,5.0235834,5.067643,4.8710914,5.5359263,5.307825,5.4473686,5.7899575,5.203879,1
3,29,5.2264743,5.0593424,5.308895,5.0476027,5.081627,4.805129,5.4991846,5.3113728,5.4810123,5.8505955,5.226955,1
3,30,5.4901395,5.264872,5.3440294,5.1483655,4.916397,4.594463,5.2845707,5.00177,5.15882,5.5571294,4.9641604,1
3,31,6.103901,5.722916,5.843397,5.606504,5.3095436,4.9745216,5.591953,5.1625333,5.1937594,5.4764338,4.84858,1
3,32,5.7614,5.945421,6.0751743,5.8381186,5.452344,5.064643,5.6992197,5.2962427,5.253291,5.524426,4.8303304,1
3,33,6.428334,6.1036143,6.288411,6.013549,5.652433,5.2170715,5.9036145,5.613186,5.5405645,5.757979,5.0111756,1
3,34,6.8346004,6.2530856,6.535898,6.1404514,5.6172743,5.1039195,5.649988,5.225771,5.083487,5.239116,4.4237437,1
3,35,6.563773,6.149522,6.3902235,6.005578,5.4394436,4.965394,5.4740953,5.1222143,4.99725,5.195248,4.4470754,1
3,36,6.553178,6.1165524,6.2668886,5.809053,5.12823,4.739904,5.2533665,5.0748234,5.0817537,5.311949,4.6633043,1
3,37,6.7698755,6.2345686,6.3854628,6.010294,5.58128,5.385671,5.8947554,5.6992292,5.604237,5.6262846,4.8626194,1
3,38,6.6410303,6.1244516,6.2685394,5.6615515,4.978322,4.600794,5.045618,4.7084627,4.777564,4.9580326,4.3684483,1
3,39,6.11969,5.960012,6.1219816,5.620518,5.033017,4.6483536,5.300299,4.9297075,4.886589,4.9633255,4.2834296,1
3,40,6.155183,6.0207076,6.1549425,5.648925,5.221687,4.974053,5.7514305,5.473731,5.3704395,5.36401,4.5901246,1
3,41,6.636381,6.262076,6.320899,5.7943754,5.292055,4.963822,5.5139303,5.2469296,5.073547,5.1068654,4.37718,1
3,42,6.786544,6.4046645,6.5746098,6.026064,5.4688196,5.0097027,5.4750237,5.0546174,4.8221884,4.7990193,4.086814,1
3,43,6.8290997,6.49839,6.6082153,6.075136,5.535955,5.06785,5.580999,5.1692166,4.8479576,4.718732,4.0324316,1
3,44,7.0010233,6.693727,6.827364,6.2515955,5.8781548,5.478113,5.9958954,5.5936203,5.2076316,5.0010853,4.2611666,1
3,45,7.3721666,6.9384108,7.164172,6.620574,6.2561536,5.7718716,6.196809,5.739728,5.298202,5.014157,4.191668,1
3,46,7.433613,7.076775,7.2721004,6.57178,6.1001377,5.5318966,5.819705,5.244425,4.776743,4.463612,3.6825917,1
3,47,7.488283,7.0816865,7.340493,6.638194,6.2188582,5.722499,6.032979,5.468163,4.905848,4.5875216,3.8045914,1
3,48,7.6202803,7.136043,7.361348,6.628785,6.112348,5.586841,5.834345,5.3608093,4.848035,4.653459,3.9441552,1
3,49,7.3285866,7.2162094,7.413083,6.638341,6.111555,5.5486794,5.712538,5.1097217,4.574251,4.430857,3.6854534,1
3,50,7.64569,7.3872275,7.5626554,6.812957,6.2486353,5.765999,5.957793,5.4413414,4.8130226,4.605374,3.9155536,1
3,51,7.6316853,7.564539,7.641101,6.870431,6.3389683,5.96023,6.1025515,5.6952653,5.103705,4.8223295,4.082205,1
3,52,7.8173437,7.6713195,7.7288885,6.9306307,6.3805523,5.8956375,6.1784286,5.792853,5.214497,4.9410963,4.1283526,1
3,53,7.743885,7.3768344,7.681738,6.869916,6.2737846,5.9136877,6.324874,5.842216,5.221669,4.8968225,4.158992,1
3,54,7.3630667,7.372363,7.6145763,6.8458786,6.256043,5.942832,6.3719206,5.8136992,5.1078644,4.745708,3.908048,1
3,55,7.2837706,7.340353,7.6028185,6.8729753,6.3725643,6.11285,6.5089693,5.969219,5.2126646,4.923955,4.071046,1
3,56,7.4103403,7.323182,7.4468794,6.5997286,6.094075,5.725404,6.278821,5.7852516,5.0873146,4.7852316,4.0089703,1
3,57,7.0443544,7.0552998,7.239912,6.382145,5.9091125,5.5986543,6.2527256,5.797458,5.0401073,4.8032646,3.987813,1
3,58,6.807269,7.0355854,7.297119,6.5205755,6.2089243,6.0158825,6.663639,6.2286654,5.506884,5.2054334,4.3302126,1
3,59,6.7205124,6.854408,7.0858936,6.3128605,5.923933,5.561706,6.334336,5.831093,5.148288,4.8929076,4.0769954,1
3,60,6.306553,6.6045957,6.7725115,5.8607574,5.372571,5.0889015,5.907299,5.552426,4.8138313,4.7870703,4.1094522,1
4,1,1.4311194,1.5906295,1.741444,2.0004947,2.4376876,2.98417,3.6487856,4.132545,4.5947886,5.5012445,5.585384,1
4,2,1.5739543,1.7569256,1.8913225,2.2804818,2.6951437,3.2570896,3.867975,4.281888,4.6734843,5.450999,5.50599,1
4,3,1.575864,1.8312836,1.863238,2.0036032,2.1999784,2.5748308,3.0648558,3.5212898,4.0235248,4.911781,4.9700184,1
4,4,2.0664291,2.1504822,2.281834,2.4874806,2.8098474,3.1956677,3.6928215,4.089573,4.474078,5.3725734,5.47044,1
4,5,2.102798,2.147727,2.3500042,2.5244632,2.7178848,3.0577538,3.55185,4.0271153,4.4469557,5.3698077,5.5194654,1
4,6,2.1044493,2.2371817,2.5463405,2.745467,2.9639719,3.3351917,3.823593,4.2713904,4.6449037,5.5050864,5.617596,1
4,7,2.3478694,2.5511112,2.769963,2.9889977,3.1599324,3.4093537,3.7900584,4.129422,4.3453555,5.0578175,5.197681,1
4,8,2.4813335,2.813561,2.9875953,3.2518992,3.4160151,3.698391,4.080841,4.4242125,4.636578,5.3332787,5.347455,1
4,9,2.697483,3.0593886,3.1550293,3.427277,3.5130374,3.8575063,4.1838713,4.439805,4.697913,5.354373,5.4083996,1
4,10,3.0291328,3.3605564,3.4309254,3.619691,3.6185274,4.0032425,4.3542166,4.677427,5.0851784,5.7784047,5.776208,1
4,11,3.2706518,3.513842,3.5359683,3.6820648,3.7446306,4.0515904,4.386782,4.878902,5.291522,6.0426035,6.105478,1
4,12,3.0360734,3.4178238,3.4963038,3.5334318,3.5542367,3.8610845,4.2250013,4.824572,5.3686857,6.229395,6.2522717,1
4,13,2.9627638,3.5116618,3.582243,3.6837082,3.7905889,4.2034116,4.715371,5.475886,5.999347,6.7785606,6.714913,1
4,14,3.1298609,3.5066185,3.6607642,3.9001398,4.1257834,4.6826744,5.241118,6.017742,6.4054976,7.0999503,6.998341,1
4,15,3.0023317,3.5106955,3.664104,3.978876,4.173265,4.7104645,5.183152,5.909976,6.2668195,7.0458364,7.036607,1
4,16,3.2128353,3.651044,3.8081968,4.1242533,4.248248,4.684806,5.1460977,5.856331,6.2722554,7.042123,6.9606433,1
4,17,3.3963466,3.7261186,3.891498,4.1322727,4.140127,4.4716597,4.812334,5.429868,5.7778773,6.546175,6.549259,1
4,18,3.3458655,3.7796383,3.886192,4.097113,4.1622324,4.4218354,4.6760497,5.3148303,5.6723447,6.3821173,6.3208137,1
4,19,3.3469706,3.8219137,3.9605227,4.163775,4.228214,4.4833765,4.7416716,5.513156,6.0107517,6.817497,6.787538,1
4,20,3.4615579,3.9263659,3.972385,4.1791916,4.2623377,4.557659,4.8756213,5.6091633,6.201271,7.031411,6.9968276,1
4,21,3.5858974,4.1049714,4.1774836,4.404924,4.503176,4.834526,5.2384186,6.031842,6.4519005,7.146493,7.027622,1
4,22,3.6554117,4.3037767,4.3222084,4.541048,4.7363563,5.1815014,5.688463,6.5101547,6.862483,7.48911,7.3217316,1
4,23,3.929793,4.4126716,4.430088,4.6974277,4.9390264,5.2421484,5.6543255,6.383488,6.735765,7.3962574,7.2609587,1
