Scenario_ID,Month,Date,Y_1M,Y_3M,Y_6M,Y_1Y,Y_2Y,Y_3Y,Y_5Y,Y_7Y,Y_10Y,Y_20Y,Y_30Y
1,17,2011-06-30,2.353628,2.599016,3.1434965,3.1403158,3.435588,4.0617857,4.409495,4.3490415,4.373201,4.634779,4.440995
1,18,2011-07-31,2.5395358,2.811424,3.3337338,3.3143265,3.5096736,4.089502,4.201224,4.1766043,4.189373,4.414651,4.188536
1,19,2011-08-31,2.818433,3.0570753,3.640876,3.5732582,3.7978096,4.323799,4.383727,4.3138256,4.268397,4.399475,4.125704
1,20,2011-09-30,3.1776106,3.2347672,3.818023,3.7984712,3.9762807,4.5276456,4.4617715,4.4307494,4.301497,4.427197,4.02765
1,21,2011-10-31,3.2279592,3.5064855,4.0428295,3.96471,4.2581644,4.6530523,4.5367994,4.519356,4.308383,4.3783855,3.9738343
1,22,2011-11-30,3.556768,3.7572885,4.2567234,4.204482,4.3600726,4.7272773,4.650282,4.639597,4.281788,4.4918165,3.9447527
1,23,2011-12-31,3.8738105,3.9171846,4.392245,4.3216248,4.3904743,4.6840715,4.6331425,4.552954,4.2178736,4.275938,3.8714373
1,24,2012-01-31,4.0509276,4.0566545,4.523542,4.403563,4.509759,4.751307,4.6812496,4.5610266,4.2211323,4.140336,3.7785301
1,25,2012-02-29,4.3789883,4.3741713,4.6950517,4.578494,4.522554,4.8664684,4.7306185,4.6289806,4.23752,4.1586847,3.7802904
1,26,2012-03-31,4.6898894,4.5322647,4.8349624,4.6601124,4.622207,4.9624605,4.764035,4.693287,4.2489233,4.175337,3.7530117
1,27,2012-04-30,4.7714596,4.578136,4.9642544,4.6749096,4.737381,5.0709677,4.9411855,4.776369,4.3433576,4.2982163,3.8887203
1,28,2012-05-31,5.023717,4.6323147,5.1558905,4.81029,4.910126,5.2545485,5.144705,5.0144897,4.6201897,4.556085,4.107523
1,29,2012-06-30,5.3027315,4.822651,5.2260437,4.9608073,4.9875636,5.4493775,5.379259,5.1239696,4.7285542,4.659513,4.215536
1,30,2012-07-31,5.4013376,4.9145203,5.357017,5.036492,5.094537,5.5820913,5.4230967,5.2738934,4.905516,4.7103095,4.306269
1,31,2012-08-31,5.5899935,5.1163216,5.441986,5.094053,5.1686044,5.549506,5.513237,5.3723526,5.066278,4.7973046,4.4701586
1,32,2012-09-30,5.766113,5.1745853,5.5214105,5.04732,5.087799,5.422225,5.451213,5.327173,5.033308,4.7635317,4.452086
1,33,2012-10-31,5.5961704,5.1949043,5.5783563,5.059848,5.0655236,5.3527083,5.3877907,5.3186874,5.0507674,4.7572803,4.633183
1,34,2012-11-30,5.7128143,5.322288,5.5978785,5.0864453,5.0266542,5.345415,5.4275517,5.3524365,5.199033,4.847536,4.781206
1,35,2012-12-31,5.958455,5.3682184,5.5870795,5.1438513,4.913322,5.3300385,5.374916,5.3993993,5.1716547,4.8860006,4.8364553
1,36,2013-01-31,5.632251,5.3190665,5.5760713,5.120351,4.912223,5.3518143,5.5187507,5.3694696,5.256273,4.9355283,4.9127407
1,37,2013-02-28,5.6900783,5.4514556,5.5571713,5.1618767,4.9493833,5.3191977,5.4985104,5.4374647,5.354799,5.033494,4.9923534
1,38,2013-03-31,5.7826033,5.4338818,5.473445,5.0561156,4.8044,5.149884,5.3256664,5.2782803,5.2441998,4.900783,4.9001145
1,39,2013-04-30,5.6574607,5.275434,5.3735003,4.926103,4.6330566,5.0009327,5.222276,5.2570133,5.198278,4.8705864,4.9063783
1,40,2013-05-31,5.5450196,5.2812743,5.317846,4.904674,4.515555,4.868963,5.2372656,5.241439,5.1959743,4.822025,4.8601565
1,41,2013-06-30,5.516949,5.2033324,5.237194,4.794646,4.454901,4.7585645,5.0840178,5.139764,5.1119585,4.7802324,4.7566094
1,42,2013-07-31,5.198113,5.100938,4.995999,4.646492,4.4559216,4.7670484,5.145747,5.255267,5.207963,4.786643,4.848181
1,43,2013-08-31,5.074497,4.9640017,4.9466386,4.4615207,4.276999,4.6739655,5.092699,5.1779633,5.203998,4.7811894,4.8466606
1,44,2013-09-30,4.83218,4.5632052,4.637833,4.207796,4.107979,4.3552785,4.7974825,4.9298444,4.9641376,4.608414,4.7342534
1,45,2013-10-31,4.239014,4.1598926,4.32531,3.9076428,3.8796477,4.1650624,4.557438,4.7833133,4.9151697,4.5717797,4.6498003
1,46,2013-11-30,4.22943,4.069615,4.1881075,3.7275987,3.686839,4.045166,4.4393473,4.7711263,4.9439425,4.495416,4.515476
1,47,2013-12-31,3.9581597,3.6465554,3.8253303,3.3566184,3.4519963,3.6627007,4.1748147,4.5433793,4.762831,4.3009386,4.397472
1,48,2014-01-31,3.3240225,3.433493,3.548369,3.0685127,3.1044703,3.3794236,4.0493107,4.382746,4.647087,4.213711,4.288388
1,49,2014-02-28,2.8592381,2.9968505,3.1162229,2.720319,2.7974863,3.1159146,3.8018026,4.1327915,4.455744,4.112595,4.1939173
1,50,2014-03-31,2.382903,2.362554,2.4841957,2.1112952,2.2454844,2.65097,3.3194003,3.7483025,4.1351595,3.9536989,3.9873643
1,51,2014-04-30,1.7585196,1.9422551,2.1741204,1.8135216,1.9646051,2.3785682,3.2697492,3.6100209,4.154197,4.016987,4.001123
1,52,2014-05-31,1.1601592,1.5529672,1.7877896,1.4956656,1.7210438,2.2820146,3.1371212,3.5088005,4.1647377,4.022402,3.9525275
1,53,2014-06-30,1.2137129,1.3368142,1.5221498,1.24201,1.4942648,2.1517978,3.092727,3.388395,4.1861453,4.006363,3.9716916
1,54,2014-07-31,0.43258265,0.93836933,1.2397872,0.97986203,1.3533716,2.0809422,2.9781165,3.2285936,4.121923,4.0114584,3.9746633
1,55,2014-08-31,-0.1428511,0.50569993,0.868272,0.66773146,1.1932969,1.8140712,2.8726268,3.1440616,4.0578113,3.9280744,3.947925
1,56,2014-09-30,-0.30035695,0.21513227,0.45709515,0.29544154,0.88937235,1.5759566,2.5848658,2.811936,3.9737434,3.8873434,3.8978848
1,57,2014-10-31,-0.99995613,-0.30678234,0.14762439,-0.08956173,0.5941397,1.2921348,2.4341242,2.6543853,3.889762,3.8410048,3.7486985
1,58,2014-11-30,-1.4576845,-0.6305254,-0.28656828,-0.2607044,0.4963246,1.1180248,2.4221568,2.5610662,3.9548438,3.8773417,3.697847
1,59,2014-12-31,-1.7275132,-1.1437261,-0.6811347,-0.61277825,0.20306718,0.7565864,2.1193218,2.3398263,3.689254,3.6388354,3.512257
1,60,2015-01-31,-2.1484582,-1.4188839,-1.0284598,-0.8676881,-0.09897578,0.5054916,1.8748615,2.1304114,3.4003105,3.357705,3.2010074
2,1,2010-02-28,-0.012122516,0.034210656,0.19273789,0.3906707,1.0934081,1.6103252,2.6588545,3.3519776,3.8376997,4.6554136,4.7267084
2,2,2010-03-31,0.089119285,0.059137117,0.20051739,0.49861032,1.3357608,1.8256989,2.8647642,3.56097,3.9631796,4.7339087,4.7981358
2,3,2010-04-30,0.039237298,0.055684067,0.17404619,0.57472205,1.4860485,1.9090772,2.9637477,3.5394566,4.0336423,4.795285,4.6577697
2,4,2010-05-31,0.013845652,0.08402508,0.27246243,0.80533147,1.649834,2.1994936,3.3050284,3.793344,4.3133802,4.950482,4.8389554
2,5,2010-06-30,0.059108965,0.16483384,0.39921975,1.0498049,2.0799704,2.599677,3.617453,4.1124396,4.5615726,5.1927886,4.944919
2,6,2010-07-31,0.09326966,0.2345703,0.57840985,1.3099439,2.3781183,2.9385962,3.9010367,4.367884,4.79525,5.3646007,5.1197314
2,7,2010-08-31,0.22180445,0.40294385,0.7708688,1.5540154,2.6676016,3.286408,4.1965394,4.601384,5.0261564,5.5264816,5.299357
2,8,2010-09-30,0.43202737,0.5310536,0.9416523,1.6445992,2.622468,3.3558846,4.1287694,4.438238,4.870234,5.3605604,5.1979523
2,9,2010-10-31,0.5766488,0.7282286,1.0589435,1.6952279,2.608716,3.2461069,4.04361,4.333283,4.7537174,5.2410293,5.125868
2,10,2010-11-30,0.74022174,0.86361194,1.2090666,1.8121173,2.808593,3.3875518,4.219471,4.505013,4.77236,5.2967644,5.144622
2,11,2010-12-31,0.92762536,1.0413651,1.4753547,2.0617592,3.0083113,3.728435,4.319917,4.626726,4.880156,5.292741,5.1505747
2,12,2011-01-31,1.2195897,1.2209803,1.734186,2.2660894,3.087401,3.8560414,4.419339,4.619381,4.808844,5.2736883,5.0607452
2,13,2011-02-28,1.3505118,1.469323,2.0681114,2.5393083,3.2031298,4.046088,4.5286336,4.6573606,4.7961717,5.1875024,5.0142612
2,14,2011-03-31,1.572957,1.7334495,2.381316,2.772306,3.3905993,4.393274,4.628436,4.7384543,4.7770057,5.194041,4.9418273
2,15,2011-04-30,1.7815924,1.8975695,2.660543,3.0010824,3.5990138,4.4324684,4.613651,4.6828985,4.7245016,5.1480083,4.8883696
2,16,2011-05-31,2.0171936,2.1365888,2.9195848,3.1989162,3.7267952,4.5468855,4.6211085,4.6653247,4.710589,4.997446,4.735071
2,17,2011-06-30,2.3859427,2.4893715,3.167347,3.2878325,3.7606807,4.50755,4.4650493,4.620044,4.6037745,4.7902856,4.546071
2,18,2011-07-31,2.523821,2.661015,3.3523474,3.470908,3.7802477,4.5424414,4.3058443,4.468171,4.4327087,4.58753,4.3298163
2,19,2011-08-31,2.7703664,2.7865903,3.6021867,3.679939,4.019554,4.7414126,4.32561,4.4274135,4.391044,4.503903,4.1990376
2,20,2011-09-30,3.1402543,3.066711,3.880114,3.9035823,4.1724415,4.935749,4.302728,4.471819,4.379342,4.463917,4.061739
2,21,2011-10-31,3.2560961,3.336948,4.1524935,4.126338,4.4326606,5.0791917,4.481557,4.566414,4.4392,4.4264708,4.0906796
2,22,2011-11-30,3.4353006,3.6055934,4.406722,4.338129,4.487474,5.2401805,4.544514,4.6307316,4.5021915,4.512552,4.0697117
2,23,2011-12-31,3.7276156,3.7701416,4.6275754,4.5010066,4.596511,5.3103023,4.5681562,4.629963,4.524873,4.4182544,4.1206784
2,24,2012-01-31,3.9172096,3.9070709,4.7933345,4.590244,4.7237697,5.3503838,4.619118,4.609104,4.5230145,4.31066,4.043641
2,25,2012-02-29,4.261594,4.115663,4.982324,4.670909,4.7520976,5.472549,4.654304,4.598566,4.477137,4.2604904,4.0496264
2,26,2012-03-31,4.6055083,4.2836914,5.113896,4.6695976,4.815898,5.487785,4.5759764,4.5546703,4.43103,4.1615686,3.9897785
2,27,2012-04-30,4.6470838,4.335581,5.2142124,4.747217,4.8727655,5.515092,4.687478,4.560794,4.498285,4.1385365,4.0356627
2,28,2012-05-31,4.8705745,4.442675,5.312611,4.909021,4.9878383,5.67393,4.857786,4.7606926,4.773735,4.323713,4.216226
2,29,2012-06-30,5.0375133,4.5594907,5.3609195,5.0204496,5.1184735,5.9016786,5.1527004,4.953887,4.990143,4.5700617,4.409889
2,30,2012-07-31,5.0571103,4.6882763,5.5032496,5.0874352,5.2316184,6.076957,5.3004174,5.1877613,5.195969,4.7722516,4.6217375
2,31,2012-08-31,5.1595783,4.782703,5.5786614,5.201002,5.2695985,6.072172,5.3999033,5.297015,5.3108077,4.8735213,4.786629
2,32,2012-09-30,5.265165,4.8148336,5.6990533,5.14492,5.2869687,5.9372945,5.3137407,5.202631,5.268613,4.88751,4.780235
2,33,2012-10-31,5.245903,4.9022036,5.7882156,5.101486,5.3002434,5.8694105,5.2406225,5.1970778,5.2686706,4.9105835,4.888398
2,34,2012-11-30,5.3829136,5.038169,5.7178993,5.0787673,5.2648177,5.8380713,5.2132163,5.2696886,5.3728666,4.9789705,4.9675894
2,35,2012-12-31,5.4676614,5.0245094,5.757363,5.1530614,5.11238,5.7995324,5.13756,5.2640424,5.371313,5.0635285,4.9622927
2,36,2013-01-31,5.2554574,5.0815926,5.7766595,5.1283207,5.1023564,5.8140736,5.308716,5.258786,5.491076,5.1684213,5.075472
2,37,2013-02-28,5.1636467,5.100255,5.828524,5.1560593,5.1229906,5.824474,5.3565655,5.3350124,5.652025,5.2765017,5.2388105
2,38,2013-03-31,5.218503,5.089245,5.764431,5.0917854,5.1061974,5.725749,5.304082,5.377367,5.7384443,5.2635527,5.289765
2,39,2013-04-30,5.0875144,4.96998,5.6403456,4.9375777,5.0204844,5.602532,5.288312,5.302595,5.74682,5.250711,5.370542
2,40,2013-05-31,4.986007,4.956329,5.5280347,4.8566236,4.8673487,5.3983483,5.1954565,5.122324,5.703509,5.1710124,5.2894387
2,41,2013-06-30,4.920537,4.8492208,5.3928175,4.7212443,4.7562747,5.2774878,5.041668,4.9257507,5.585758,5.058663,5.173623
2,42,2013-07-31,4.636174,4.675541,5.1797485,4.498549,4.637207,5.1441383,4.926494,4.8693953,5.6091785,5.0062175,5.150472
2,43,2013-08-31,4.433943,4.5186,5.0304084,4.361824,4.5314374,5.184787,4.9209213,4.882015,5.594421,4.975017,5.177303
2,44,2013-09-30,4.208837,4.108689,4.7989225,4.1224604,4.401041,4.935158,4.7031035,4.736462,5.381309,4.784486,5.0623555
2,45,2013-10-31,3.816732,3.8457499,4.5186687,3.8060203,4.129763,4.6590033,4.439356,4.5629797,5.3241606,4.7460675,4.9624405
2,46,2013-11-30,3.6723604,3.5492613,4.221981,3.5765207,3.818863,4.4566464,4.275013,4.4859796,5.2616043,4.669964,4.880334
2,47,2013-12-31,3.4093664,3.1075375,3.8723445,3.1950028,3.6627765,4.094313,4.034459,4.2697296,5.084532,4.5379434,4.7660694
2,48,2014-01-31,2.918717,2.8847342,3.5929973,2.8798823,3.4505262,3.8548799,3.9292622,4.1914177,4.956833,4.4552565,4.759713
2,49,2014-02-28,2.3911242,2.57393,3.1805553,2.5785835,3.0886827,3.595439,3.625207,3.9660866,4.6857862,4.2891417,4.650739
2,50,2014-03-31,1.9775513,2.0842447,2.703317,2.0791633,2.6550355,3.2017274,3.2619128,3.665179,4.448445,4.238273,4.468126
2,51,2014-04-30,1.2732222,1.5830501,2.2144976,1.6955321,2.2757578,2.8349261,3.1057975,3.4432533,4.395234,4.2798376,4.5120525
2,52,2014-05-31,0.8316975,1.171561,1.8817731,1.4136598,2.043623,2.7376626,3.0002027,3.288707,4.4183993,4.2667837,4.5142674
2,53,2014-06-30,0.7097318,0.8939914,1.56189,1.1551397,1.7754586,2.6380577,2.958413,3.1960027,4.416494,4.2638965,4.484278
2,54,2014-07-31,0.19556893,0.6339341,1.3447001,0.9508146,1.7008834,2.5735178,2.8719583,3.1426163,4.4378266,4.2517867,4.4888515
2,55,2014-08-31,-0.23192762,0.20954323,1.0137899,0.75333655,1.649191,2.4515839,2.7847476,3.0841556,4.3694506,4.1807837,4.450364
2,56,2014-09-30,-0.5984243,-0.17789757,0.6029263,0.3756574,1.2964458,2.1723773,2.5506587,2.7811854,4.296851,4.098472,4.372384
2,57,2014-10-31,-1.1098974,-0.6224329,0.25182688,0.037029892,0.84259784,1.7989537,2.2475054,2.530147,4.1040025,4.0291376,4.176083
2,58,2014-11-30,-1.6287465,-1.1562816,-0.19401981,-0.3911361,0.5833217,1.5147562,2.011495,2.3253472,4.0166855,3.9431715,3.9879444
2,59,2014-12-31,-2.0699267,-1.6545197,-0.6685698,-0.8753721,0.26418543,1.151438,1.696509,2.1646338,3.8186092,3.8234096,3.828321
2,60,2015-01-31,-2.615288,-1.9991978,-1.0587518,-1.1729653,-0.061745346,0.9499636,1.5223234,1.9579319,3.5337665,3.6416674,3.5914984
3,1,2010-02-28,-0.052663077,0.012805279,0.17471685,0.37985465,1.0725851,1.6854908,2.7170167,3.4873607,3.999134,4.721394,4.842575
3,2,2010-03-31,-0.008508779,0.048913945,0.1940172,0.45143753,1.4016356,2.020483,3.040724,3.8137603,4.230285,4.894759,4.9487185
3,3,2010-04-30,-0.026991747,0.039147828,0.16185118,0.44925565,1.474566,1.9777269,3.0159745,3.772657,4.1694765,4.8686495,4.803694
3,4,2010-05-31,-0.11760403,0.09521763,0.20618765,0.63649714,1.6480892,2.1998062,3.3102312,3.9187777,4.3235636,4.9736776,4.978655
3,5,2010-06-30,-0.027820606,0.14390871,0.35536683,0.8237142,1.9982634,2.590427,3.6158867,4.275364,4.5661836,5.2703805,5.12658
3,6,2010-07-31,0.028376058,0.1973176,0.5200146,0.9621267,2.1816955,2.79671,3.8493404,4.4349465,4.658895,5.264508,5.244246
3,7,2010-08-31,0.06487529,0.31716666,0.72936827,1.0728412,2.357286,3.0117183,4.018218,4.586267,4.8057957,5.287966,5.3756003
3,8,2010-09-30,0.14726715,0.44641575,0.83745474,1.1481032,2.3134074,3.0677361,3.8698096,4.535986,4.72065,5.2053823,5.2339473
3,9,2010-10-31,0.26903662,0.5639815,0.9413506,1.2201245,2.2449954,2.9984283,3.7891176,4.3299913,4.6394305,5.1103396,5.164911
3,10,2010-11-30,0.37477478,0.68291813,1.0449154,1.3592649,2.5610828,3.2401156,4.0175395,4.555729,4.7671165,5.2422795,5.2392826
3,11,2010-12-31,0.53932816,0.8681584,1.2966201,1.5995286,2.8412714,3.5875072,4.2917757,4.7698154,4.970271,5.2933106,5.2795186
3,12,2011-01-31,0.6975564,1.0404435,1.5469515,1.748743,2.934389,3.6622128,4.315689,4.72472,4.9375043,5.2092156,5.1481104
3,13,2011-02-28,0.8714951,1.2711586,1.8410167,1.9602971,2.9546852,3.7744932,4.381219,4.678206,4.8339853,5.112202,5.0524373
3,14,2011-03-31,1.1329741,1.532872,2.0722892,2.2028358,3.1617637,4.0219207,4.52978,4.7711596,4.8654704,5.127313,4.9920096
3,15,2011-04-30,1.3280646,1.6301768,2.2788308,2.374941,3.2672834,3.9506102,4.4255743,4.6076956,4.774594,5.006381,4.8416295
3,16,2011-05-31,1.5494006,1.8279334,2.4710033,2.545036,3.2753973,3.96459,4.350048,4.472764,4.671736,4.7612658,4.654339
3,17,2011-06-30,1.9894612,2.1565466,2.6497142,2.6456585,3.3042812,3.9741168,4.273758,4.509532,4.616052,4.649853,4.4842873
3,18,2011-07-31,2.1143634,2.343035,2.8459883,2.8213334,3.3752918,4.049101,4.129798,4.419973,4.5325623,4.5541677,4.3462257
3,19,2011-08-31,2.2807438,2.4958339,3.1373367,3.0347855,3.623454,4.1878033,4.195587,4.4845867,4.5574965,4.5035524,4.2229886
3,20,2011-09-30,2.6357846,2.6886642,3.3743522,3.2461812,3.8080993,4.364273,4.2964354,4.5773168,4.579873,4.4905357,4.1096687
3,21,2011-10-31,2.8072593,2.9837666,3.6313238,3.4544287,4.1804185,4.614124,4.434927,4.8016233,4.707714,4.5097036,4.1361876
3,22,2011-11-30,3.065117,3.2531667,3.8216739,3.6516345,4.231496,4.6801076,4.448245,4.851029,4.6629972,4.5379453,4.078799
3,23,2011-12-31,3.3241267,3.383655,3.9573298,3.747699,4.2900953,4.6075397,4.3900843,4.764702,4.587415,4.324546,3.9960804
3,24,2012-01-31,3.4777477,3.5107822,4.0889406,3.820972,4.3448997,4.601152,4.412507,4.7237687,4.493677,4.109608,3.8849998
3,25,2012-02-29,3.8518267,3.8007839,4.2478037,3.9761786,4.4076552,4.7258673,4.479966,4.8140087,4.5218387,4.145324,3.8816192
3,26,2012-03-31,4.158465,3.9582348,4.3996124,4.077527,4.4799337,4.7986565,4.4558973,4.8628674,4.533308,4.053886,3.8221502
3,27,2012-04-30,4.1707416,3.9649699,4.4812407,4.0993257,4.568143,4.8528633,4.5404625,4.90259,4.5178924,4.080762,3.8426085
3,28,2012-05-31,4.323701,4.0712404,4.6480975,4.2329526,4.7945237,5.0710106,4.724323,5.0799026,4.767948,4.2691813,4.001983
3,29,2012-06-30,4.643188,4.2882915,4.742606,4.400477,4.906175,5.3501453,5.035231,5.283905,4.9388885,4.457092,4.138722
3,30,2012-07-31,4.7313557,4.3385553,4.8343163,4.480861,4.972598,5.4576516,5.073568,5.417817,5.0944195,4.537524,4.2395287
3,31,2012-08-31,4.816518,4.4948463,4.9539695,4.5534725,5.0059276,5.451703,5.1382885,5.400324,5.1686597,4.594675,4.3914685
3,32,2012-09-30,4.9204316,4.6021605,5.1421304,4.5412345,4.9860444,5.363917,5.090542,5.3563466,5.1661577,4.553778,4.3492665
3,33,2012-10-31,4.873032,4.740884,5.1846156,4.5802326,5.0086074,5.335197,5.112052,5.4118958,5.2077427,4.5663066,4.485621
3,34,2012-11-30,5.0567126,4.8445086,5.1769786,4.6377826,4.9732666,5.329758,5.1418533,5.4802294,5.3696136,4.6487827,4.6289687
3,35,2012-12-31,5.1776795,4.833875,5.157188,4.708342,4.882647,5.3081937,5.12621,5.556615,5.388019,4.7030497,4.7020864
3,36,2013-01-31,4.8853316,4.865054,5.2392273,4.722349,4.9304066,5.3712573,5.294565,5.5985203,5.5034037,4.8218217,4.804938
3,37,2013-02-28,4.9662676,4.9898434,5.2820487,4.7847095,4.9699826,5.401433,5.2997246,5.74166,5.634533,4.9372005,4.9058714
3,38,2013-03-31,5.0413127,4.9139957,5.250998,4.6997557,4.882561,5.2355223,5.195203,5.6372495,5.5409193,4.8554783,4.8650503
3,39,2013-04-30,4.825162,4.750412,5.153953,4.6110063,4.761527,5.090432,5.101699,5.578247,5.47495,4.806232,4.874598
3,40,2013-05-31,4.683322,4.7905264,5.1116724,4.5971775,4.660813,4.957803,5.040642,5.540877,5.454416,4.744819,4.8184295
3,41,2013-06-30,4.771239,4.7849884,5.031786,4.5332613,4.5446205,4.8598304,4.8097577,5.365504,5.3008604,4.6496005,4.65422
3,42,2013-07-31,4.4884276,4.682894,4.812727,4.4105253,4.434039,4.788805,4.795454,5.3554564,5.311705,4.60453,4.6682296
3,43,2013-08-31,4.2469206,4.495618,4.7320323,4.253868,4.3947616,4.857508,4.828169,5.3244343,5.355087,4.6679573,4.691272
3,44,2013-09-30,4.1563873,4.170792,4.536137,4.091332,4.329799,4.652282,4.6572566,5.1472406,5.1958694,4.5568113,4.595788
3,45,2013-10-31,3.8215847,3.9706185,4.3358684,3.8387277,4.1507955,4.4857693,4.447838,5.012345,5.099748,4.460644,4.5001864
3,46,2013-11-30,3.7536898,3.8345077,4.1539145,3.6764953,3.9387574,4.335824,4.2960734,4.986026,5.0780964,4.3883643,4.4710784
3,47,2013-12-31,3.5048552,3.401838,3.8140428,3.3687928,3.839931,4.109086,4.099741,4.8438053,4.9311886,4.218039,4.366077
3,48,2014-01-31,2.9366386,3.2412527,3.6257222,3.1500723,3.647008,3.886456,4.05642,4.7872467,4.908895,4.1795063,4.351302
3,49,2014-02-28,2.6317084,3.0372183,3.3111005,2.8644993,3.401896,3.6397371,3.8719344,4.5896673,4.7434864,4.0783877,4.2649193
3,50,2014-03-31,2.3085933,2.555045,2.8383098,2.398036,2.9788852,3.2714252,3.471407,4.2259336,4.46704,3.9350796,4.072318
3,51,2014-04-30,1.6368409,2.1500738,2.442396,2.0662622,2.698782,3.0251613,3.4278343,4.101325,4.4566445,3.9796314,4.101909
3,52,2014-05-31,1.1316426,1.8047796,2.1978962,1.8124435,2.5060332,2.9463143,3.3949714,4.0677648,4.5550256,4.026889,4.092385
3,53,2014-06-30,1.2287871,1.5969816,1.9055775,1.5771053,2.2242866,2.7556348,3.2246387,3.8789582,4.470961,3.946077,4.0444
3,54,2014-07-31,0.6312337,1.2443846,1.6564733,1.3183463,2.0486674,2.5900335,3.0296905,3.7268138,4.3911147,3.8526638,3.9894323
3,55,2014-08-31,-0.040724795,0.79094154,1.2944382,1.0418499,1.9110736,2.430101,2.9390016,3.6623845,4.2997036,3.8034854,3.9897766
3,56,2014-09-30,-0.32255378,0.37945423,0.8589231,0.6817916,1.5793394,2.2275963,2.6587906,3.359361,4.2389393,3.7167609,3.9869573
3,57,2014-10-31,-0.82134366,-0.049344383,0.54015,0.300322,1.1389039,1.856051,2.4015305,3.1181114,4.056003,3.5929887,3.8250453
3,58,2014-11-30,-1.2422636,-0.40571278,0.09537108,0.072582304,0.96201634,1.6839232,2.2979813,2.9740229,3.9919662,3.567163,3.725299
3,59,2014-12-31,-1.5908809,-0.832871,-0.3063619,-0.228841,0.7964223,1.4016228,2.0870612,2.820995,3.8569372,3.4013019,3.648274
3,60,2015-01-31,-1.9535102,-1.0854267,-0.59583807,-0.41461462,0.52791864,1.2391016,1.9400735,2.705295,3.6711936,3.243731,3.4542937
4,1,2010-02-28,0.039486036,0.06834513,0.20960994,0.39966625,1.099958,1.7312942,2.737638,3.48835,3.9729378,4.7106967,4.7970595
4,2,2010-03-31,0.050825603,0.08167808,0.20676447,0.4146713,1.3767906,1.9448311,2.8551133,3.5833192,4.047997,4.74734,4.752309
4,3,2010-04-30,0.022624772,0.084786676,0.20454685,0.41375878,1.4134902,1.9049644,2.8891637,3.583815,4.1013346,4.8196907,4.750239
4,4,2010-05-31,0.031750545,0.14680803,0.3062024,0.72254705,1.705806,2.2468257,3.3482437,3.872751,4.4047136,5.070093,4.9449944
4,5,2010-06-30,0.060442396,0.19769278,0.44951397,0.85965604,1.9219806,2.4854872,3.4784336,3.9931347,4.4394608,5.180197,4.9919925
4,6,2010-07-31,0.07237577,0.2632207,0.6078017,1.0244949,2.0538445,2.6191049,3.6986015,4.138932,4.5817432,5.257876,5.123566
4,7,2010-08-31,0.1948186,0.39889848,0.83456093,1.2124155,2.3284352,2.9154024,4.038092,4.444577,4.8242464,5.431061,5.33316
