Start_Curve_ID,Scenario_ID,scenario_id_within_start_curve,Month,Y_DGS1MO,Y_DGS3MO,Y_DGS6MO,Y_DGS1,Y_DGS2,Y_DGS3,Y_DGS5,Y_DGS7,Y_DGS10,Y_DGS20,Y_DGS30
1,1,1,28,1.9589547,1.586163,1.0455638,0.44911903,0.26059937,0.4824592,0.97421503,1.3366165,2.4277835,3.959869,3.7902565
1,1,1,29,2.0760565,1.6066421,1.1170335,0.45561624,0.20196688,0.3543799,0.821918,1.1404006,2.1342788,3.711368,3.6025698
1,1,1,30,2.0078228,1.5420355,0.9687543,0.23026228,-0.06999028,0.07913995,0.5685251,0.86983585,1.7885139,3.2966633,3.1941674
1,1,1,31,2.07473,1.6589783,1.080436,0.38506335,0.13453007,0.35980666,0.9700818,1.2927043,2.3205955,3.7421763,3.5479066
1,1,1,32,2.2801507,1.8756713,1.3578068,0.6497899,0.43860757,0.7025168,1.2736473,1.562352,2.5731597,3.9306188,3.7672615
1,1,1,33,2.2586942,1.7796123,1.3462374,0.5947672,0.31700218,0.44417477,0.9098222,1.1419077,2.1068254,3.4746962,3.4249685
1,1,1,34,2.0730593,1.7215991,1.2954977,0.62587655,0.43443847,0.6801858,1.3257031,1.5817585,2.4874299,3.906417,3.8144913
1,1,1,35,2.3964708,1.8871495,1.4419374,0.74100405,0.6094997,0.81573975,1.5434324,1.8043902,2.7528362,4.160194,4.01236
1,1,1,36,2.4884496,1.8505491,1.4296772,0.8063782,0.72168434,0.8987076,1.5495743,1.7455944,2.6151376,3.940351,3.863179
1,1,1,37,2.3010826,1.7914503,1.3975337,0.7973508,0.6353537,0.78633237,1.5438763,1.7360333,2.560246,3.846841,3.6581295
1,1,1,38,2.3648825,1.8206016,1.3871499,0.75107646,0.55361843,0.67811286,1.3462176,1.5163975,2.313014,3.582427,3.435931
1,1,1,39,2.3750625,1.8912412,1.4758241,0.86637855,0.5793959,0.6291015,1.2519913,1.3716996,2.1010103,3.3725576,3.185109
1,1,1,40,2.640134,2.1473396,1.7614938,1.1426072,1.0024991,1.1383286,1.7747166,1.9320401,2.608251,3.775185,3.4484208
1,1,1,41,2.5832586,2.1083896,1.653369,1.0060207,0.7486106,0.7986692,1.4012153,1.5214038,2.1408982,3.3846557,3.1468842
1,1,1,42,2.422253,1.9642792,1.5778339,0.97540325,0.7072888,0.76283836,1.3590494,1.5447309,2.1927419,3.462809,3.2469037
1,1,1,43,2.6311984,2.168916,1.8009685,1.1928507,0.96789014,1.122467,1.7979169,2.002266,2.7020683,3.9126093,3.6246252
1,1,1,44,2.6552682,2.1093817,1.7909234,1.2309124,0.9934628,1.1515481,1.819064,1.9987805,2.675435,3.8555126,3.5173383
1,1,1,45,2.6723104,2.1597905,1.8122325,1.2403092,0.9284441,1.0650519,1.7494069,1.9010301,2.5630963,3.743226,3.4314811
1,1,1,46,2.9557302,2.3985696,2.016828,1.3833258,1.0175444,1.0943384,1.6552802,1.7957021,2.5479393,3.7225742,3.4656515
1,1,1,47,2.9731216,2.4699264,2.17065,1.5953338,1.3613031,1.5366504,2.1000164,2.21356,2.8746984,4.021144,3.7357178
1,1,1,48,3.064828,2.5106072,2.1554303,1.6056641,1.3604119,1.554573,2.1273386,2.257051,2.9569235,4.0620556,3.7643278
1,1,1,49,3.176362,2.6089163,2.2017694,1.5864908,1.2802095,1.3609685,1.8652881,1.9267093,2.5790179,3.6985197,3.596119
1,1,1,50,2.9273758,2.3563128,2.0329523,1.4767258,1.2024457,1.2854528,1.7868853,1.8543549,2.5732872,3.5251622,3.308497
1,1,1,51,2.8437574,2.3664262,2.0390372,1.5310849,1.274694,1.3820868,1.922692,2.025833,2.7127616,3.603614,3.356424
1,1,1,52,2.9598165,2.4323423,2.0650887,1.507357,1.2747877,1.350275,1.7553627,1.6925439,2.2506726,2.9995792,2.8236775
1,1,1,53,2.89541,2.4536006,2.134415,1.555144,1.367957,1.4703345,1.9145386,1.9622402,2.512698,3.3296843,3.0800638
1,1,1,54,3.1460166,2.654614,2.2960935,1.7293484,1.5424792,1.6142445,1.9351134,1.9358361,2.5003152,3.3856077,3.200932
1,1,1,55,3.0219502,2.5546236,2.3399081,1.789655,1.5854619,1.6733708,2.0095613,1.9328789,2.4514682,3.3226762,3.1716218
1,1,1,56,2.8667889,2.6401849,2.4096975,1.8527126,1.7433473,1.826191,2.1417582,2.014834,2.6036673,3.5564156,3.35959
1,1,1,57,3.2964892,2.850327,2.5305364,1.8588681,1.6746624,1.7139528,2.092308,2.1073148,2.7035038,3.7356038,3.5479727
1,1,1,58,3.245552,2.7677217,2.4871907,1.8510901,1.6915396,1.7233734,2.1016881,2.0983973,2.584069,3.5788598,3.4118032
1,1,1,59,2.9835057,2.717717,2.5156794,1.8847015,1.8011705,1.7657304,2.0797434,2.0787327,2.5611668,3.6945527,3.4043074
1,1,1,60,3.3614168,2.8483238,2.6196494,1.8701062,1.613195,1.5656481,2.0163085,1.9651632,2.4257894,3.44717,3.2831976
1,2,2,1,1.5197903,1.5804038,1.529704,1.4841931,1.7719477,2.2820807,3.2839174,3.9164994,4.739125,5.74439,5.70712
1,2,2,2,1.5970554,1.6862013,1.5867271,1.5203589,1.7580662,2.1861286,3.3112957,4.0242977,4.97931,5.855859,5.833591
1,2,2,3,1.793004,1.6703477,1.560191,1.4442047,1.6797996,2.182914,3.2571983,3.8847463,4.6989346,5.638883,5.6893845
1,2,2,4,1.6657189,1.574196,1.4258615,1.2803866,1.5560908,2.0455356,3.1283708,3.8438668,4.7471743,5.695711,5.698837
1,2,2,5,1.7314515,1.68507,1.455376,1.2958492,1.573563,2.00787,3.1440399,3.9105499,4.8498282,5.8546915,5.8448987
1,2,2,6,1.8690774,1.7659404,1.5767168,1.533787,1.9317628,2.4436438,3.4902594,4.155873,4.971868,5.8865137,5.7415066
1,2,2,7,1.756727,1.6284597,1.4306389,1.3633084,1.7598855,2.3219566,3.4217346,4.0633583,4.8592095,5.751785,5.6716866
1,2,2,8,1.9665716,1.8931152,1.6202552,1.4207323,1.7301146,2.244485,3.3582988,4.057799,4.92973,5.8645234,5.8013883
1,2,2,9,2.0063004,2.0864525,2.0774436,2.093223,2.570639,3.0833626,4.1581206,4.7475934,5.483276,6.2884455,6.135865
1,2,2,10,2.0311577,2.1876585,2.197754,2.13017,2.668851,3.2626448,4.360983,4.912885,5.5891824,6.312169,6.10383
1,2,2,11,2.2107918,2.3674498,2.2689953,2.1905766,2.6341972,3.0587678,4.096588,4.605809,5.3082333,6.1016994,5.928934
1,2,2,12,2.5415626,2.560596,2.4568322,2.3776832,2.8561034,3.233428,4.1727285,4.572477,5.2028646,5.963204,5.902027
1,2,2,13,2.5796347,2.5148497,2.4496653,2.360883,2.8609893,3.2866745,4.280319,4.6368685,5.256141,5.974991,5.879145
1,2,2,14,2.6052737,2.6206083,2.5054617,2.4213748,2.9237309,3.3239057,4.340092,4.714596,5.3506923,6.0292096,5.869068
1,2,2,15,2.9173594,2.8228602,2.6033502,2.4387481,2.8707979,3.1922722,4.1234035,4.4119573,5.009963,5.7602468,5.683922
1,2,2,16,2.9395962,2.7410817,2.566358,2.4249344,2.9349036,3.4306922,4.357058,4.6208067,5.206949,5.9087825,5.754694
1,2,2,17,2.813321,2.7771525,2.5460358,2.5042439,3.0299835,3.590015,4.659189,4.9831705,5.6100054,6.263642,6.011769
1,2,2,18,2.9928105,2.8995113,2.697778,2.6932936,3.321638,3.7770696,4.911357,5.1439734,5.789862,6.4170384,6.2633357
1,2,2,19,3.0886188,2.8995335,2.71493,2.7850509,3.557681,4.123561,5.311679,5.5301986,6.071371,6.638065,6.425159
1,2,2,20,2.9696257,2.9605587,2.8512816,2.932047,3.7210057,4.4951243,5.7034006,5.9634504,6.4404864,6.9426546,6.7978373
1,2,2,21,3.136554,3.0461307,2.985546,3.0194728,3.7875285,4.4003806,5.546522,5.794942,6.2831383,6.7867,6.632158
1,2,2,22,3.1059184,3.0823345,2.8551526,2.8913727,3.6464837,4.2396746,5.4090242,5.6185985,6.138192,6.6919017,6.415115
1,2,2,23,3.0413604,3.0022128,2.7657561,2.8537607,3.5323992,4.117473,5.37428,5.6514716,6.211161,6.7525625,6.544597
1,2,2,24,3.244143,3.1397095,2.8503346,2.947823,3.5933638,4.1114044,5.3055434,5.463704,5.996832,6.5340037,6.2632
1,2,2,25,3.225744,3.081637,2.7322674,2.715565,3.2781591,3.7526608,4.900137,5.0899787,5.6730456,6.278836,6.1309943
1,2,2,26,3.203466,3.0990663,2.8317027,2.8942163,3.5014725,4.0438986,5.3615365,5.597932,6.188485,6.7997746,6.5724344
1,2,2,27,3.374528,3.207253,2.9452603,2.9146357,3.7405336,4.4352016,5.8959413,6.0485344,6.5048256,6.972492,6.7491636
1,2,2,28,3.5370665,3.2244563,2.9300747,2.8829358,3.471737,3.9103003,5.1157875,5.2868404,5.8342433,6.4242144,6.2897186
1,2,2,29,3.4181247,3.288758,3.0038238,2.8674726,3.4023817,3.9688625,5.3361626,5.517624,5.9716616,6.5473075,6.4414196
1,2,2,30,3.515624,3.3202372,2.982389,2.864163,3.52039,4.091769,5.4623656,5.650133,6.0743165,6.6303287,6.5002427
1,2,2,31,3.6168623,3.388939,3.0536778,2.8843102,3.4795384,3.9186723,5.111141,5.1734715,5.6006947,6.2231135,6.1701555
1,2,2,32,3.6672993,3.3954892,3.064111,2.9148493,3.5142188,3.9580293,5.1749125,5.1980367,5.574308,6.1518946,6.0171914
1,2,2,33,3.7077284,3.3460126,3.034366,2.8453987,3.3796985,3.7620568,4.9400473,4.881158,5.2360983,5.8108883,5.697376
1,2,2,34,3.5128374,3.20195,2.9317865,2.7677588,3.3121586,3.6649024,4.8382645,4.7863007,5.1242824,5.685254,5.645008
1,2,2,35,4.0221977,3.5693555,3.2517822,3.0822,3.6713338,4.008599,5.1799674,5.0996904,5.317978,5.8258414,5.642869
1,2,2,36,4.2545447,3.709488,3.3870645,3.2152681,3.779651,4.105807,5.166896,5.032529,5.133018,5.636748,5.5078216
1,2,2,37,3.9238734,3.547381,3.3031635,3.1164918,3.6392722,3.8963227,4.9795074,4.817175,4.970308,5.4593325,5.2559996
1,2,2,38,4.383447,3.787984,3.4827735,3.2143872,3.6513412,3.8615146,4.997755,4.8093033,4.9252863,5.3930616,5.170773
1,2,2,39,4.2706933,3.6821303,3.403109,3.2232645,3.6924567,3.833647,4.9085546,4.699123,4.725773,5.2458596,4.954547
1,2,2,40,4.0855217,3.6161175,3.3687959,3.1965122,3.645546,3.7740955,4.870043,4.7572455,4.801535,5.3640914,5.054301
1,2,2,41,4.2795634,3.7220106,3.4648955,3.3257961,3.7246916,3.853538,4.966872,4.8457603,4.889394,5.399793,5.135678
1,2,2,42,4.33846,3.8383303,3.6190581,3.5122771,4.060325,4.2991357,5.3978167,5.3195634,5.459423,5.8779263,5.570092
1,2,2,43,4.343124,3.8198857,3.568808,3.4584675,3.981346,4.2722373,5.4694405,5.488252,5.609403,5.987886,5.6027975
1,2,2,44,4.3410244,3.799665,3.615536,3.4999971,4.041041,4.2790194,5.4408026,5.3913736,5.486994,5.900932,5.4196844
1,2,2,45,4.3944397,3.8553925,3.696616,3.56066,4.051694,4.246019,5.355015,5.3012514,5.4511967,5.852612,5.427166
1,2,2,46,4.272032,3.834827,3.6779268,3.5622926,4.040121,4.230986,5.3216786,5.329995,5.5177193,6.005955,5.5481896
1,2,2,47,4.1084104,3.637137,3.4965594,3.375401,3.8347735,4.074873,5.1535234,5.128156,5.3199406,5.731124,5.3453965
1,2,2,48,4.0669856,3.4224465,3.312461,3.1866164,3.6546538,3.9541926,5.112017,5.1600413,5.4055786,5.8632708,5.365441
1,2,2,49,3.3320708,3.0193868,2.9308145,2.9639473,3.5572681,3.89781,5.1386356,5.233361,5.3966618,5.8645244,5.3427854
1,2,2,50,3.1908836,2.99042,2.8537152,2.819284,3.413877,3.8560574,5.1088953,5.1842656,5.3024187,5.7765102,5.355474
1,2,2,51,3.758492,3.1229458,2.879061,2.5830421,3.0413315,3.4699712,4.792739,4.8932085,5.059969,5.5316772,5.133618
1,2,2,52,2.7661872,2.0671,1.9307021,1.6786962,2.1349378,2.6306937,4.096715,4.3899126,4.7397776,5.1624074,4.8075743
1,2,2,53,2.4192305,2.1492405,1.9702587,1.7769688,2.252914,2.8451033,4.393277,4.6774793,4.9264174,5.130434,4.643347
1,2,2,54,2.2771583,1.8520949,1.6621988,1.5171899,2.0510395,2.6419687,4.137277,4.4475436,4.72846,4.908356,4.509038
1,2,2,55,2.31384,1.8797822,1.7173835,1.639941,2.3720965,3.0532455,4.6238256,4.870326,5.1129274,5.2314873,4.8820453
1,2,2,56,2.3573432,2.077897,2.0166483,2.0297132,2.889123,3.5680285,5.066827,5.1761847,5.333203,5.3575816,4.975381
1,2,2,57,2.5409555,2.292954,2.2737873,2.4061363,3.309435,3.8174746,5.2747717,5.2993193,5.394165,5.3925724,5.058237
1,2,2,58,2.6524878,2.439231,2.426303,2.5270126,3.5181358,4.007948,5.361616,5.2993574,5.3519363,5.2990522,4.966594
1,2,2,59,2.7775805,2.5851355,2.6047044,2.642289,3.533771,3.9744885,5.336926,5.2626534,5.3375473,5.287372,4.9885616
1,2,2,60,3.2163787,2.6420717,2.5980709,2.5903368,3.4565966,3.8433328,5.2189255,5.1462917,5.2765384,5.265763,4.940267
1,3,3,1,1.27406,1.2283261,1.2284467,1.1695988,1.5039485,1.8619938,2.5641396,3.4126568,4.267733,5.4355664,5.4266605
1,3,3,2,1.0676936,1.2831578,1.3577459,1.4390216,1.9029075,2.4452996,3.333451,4.215678,4.9698215,6.0199714,5.8920093
1,3,3,3,1.5453643,1.467682,1.5246748,1.5168818,2.0520115,2.6510496,3.59438,4.4715157,5.3004246,6.3478603,6.1976175
1,3,3,4,1.0603004,1.1133206,1.2479627,1.2819766,1.7725611,2.3350904,3.2893875,4.2615676,5.1416264,6.2373867,6.1575403
1,3,3,5,0.84082884,1.1034915,1.2734184,1.3857644,1.9013377,2.5632334,3.578905,4.4716587,5.2561426,6.263605,6.215774
1,3,3,6,1.5555446,1.4424901,1.5258288,1.5841277,2.134171,2.7580695,3.649375,4.509581,5.2523932,6.249501,6.1643286
1,3,3,7,1.3847058,1.25992,1.4412076,1.5585669,2.1063344,2.7381406,3.6433587,4.4259634,5.1231036,6.086683,6.026041
1,3,3,8,1.3009049,1.3908914,1.5843729,1.7818463,2.3653252,2.9478583,3.8516285,4.565197,5.2283936,6.157571,6.049062
1,3,3,9,1.8493887,1.7932082,1.8760061,2.0405054,2.5982013,3.1712637,4.018339,4.6508684,5.2744203,6.14786,5.9944906
1,3,3,10,1.7832674,1.6937714,1.808382,1.9935879,2.493017,3.0354066,3.7960062,4.4130363,5.015772,5.919687,5.8768187
1,3,3,11,1.8807502,1.8561367,1.9539301,2.0492535,2.534714,3.0736587,3.8569524,4.4695783,5.066182,5.988496,5.930478
1,3,3,12,2.0962625,2.1668935,2.300035,2.3717096,2.8727713,3.4232745,4.2800965,4.915617,5.4642024,6.262992,6.0053124
1,3,3,13,2.198645,2.2559643,2.4410894,2.4930754,3.0048313,3.5295076,4.3453674,4.9235716,5.4629636,6.3182225,6.043435
1,3,3,14,2.4014463,2.3875425,2.5017757,2.4413981,2.8723893,3.2715173,4.080873,4.7400227,5.3428984,6.2303743,5.996221
1,3,3,15,2.5327468,2.5572166,2.6411982,2.5657172,2.9766068,3.4105077,4.2419786,4.9197936,5.4736824,6.3092194,6.049757
1,3,3,16,2.7647166,2.7259092,2.7826457,2.7216802,3.167058,3.6278481,4.4779572,5.12662,5.6428647,6.4946184,6.1495366
1,3,3,17,2.8203478,2.760499,2.83274,2.7705019,3.22619,3.6577258,4.427459,5.0642724,5.642841,6.4419823,6.0523944
1,3,3,18,2.782496,2.7853258,2.8086193,2.6961775,3.1186879,3.533498,4.307202,5.026063,5.580189,6.4390345,6.266229
1,3,3,19,3.0298011,2.866436,2.835555,2.6730175,3.0409415,3.4442542,4.2235603,4.995363,5.5913153,6.484489,6.349062
1,3,3,20,2.6786218,2.5734568,2.5930262,2.515349,2.8924093,3.3381128,4.117456,4.9074397,5.5036173,6.4784837,6.300284
1,3,3,21,2.2975602,2.4228668,2.482492,2.4084234,2.8382893,3.341597,4.1486707,4.956708,5.5224934,6.4878745,6.402196
1,3,3,22,2.5639954,2.4581552,2.5426188,2.485908,2.911665,3.433992,4.1957893,4.9687004,5.471266,6.3772235,6.1828847
1,3,3,23,2.200151,1.8974451,1.9818919,1.9142582,2.3455315,2.8647194,3.6852818,4.4647636,5.0285745,5.9710093,5.793789
1,3,3,24,1.5062109,1.9097475,2.0098715,1.9501626,2.2632728,2.673365,3.432933,4.203558,4.7487054,5.6247272,5.4214454
1,3,3,25,1.2675745,1.4723433,1.522212,1.5353591,1.8787589,2.413456,3.2869496,4.171894,4.851257,5.6529293,5.212672
1,3,3,26,0.8602702,0.9119305,0.7543025,0.58915025,0.8793669,1.5004792,2.4854717,3.5456278,4.3922844,5.3093443,4.781186
1,3,3,27,0.9243083,0.99807405,0.71002525,0.4488845,0.61924446,1.1062773,1.9766921,3.0076852,3.89642,5.046857,4.7366166
1,3,3,28,0.7096791,0.7773287,0.464593,0.21976006,0.3517897,0.8872696,1.8089906,2.8702319,3.7866197,5.0053673,4.8100915
1,3,3,29,0.7271343,0.84996766,0.6452335,0.541635,0.9233826,1.6704082,2.7263877,3.8322225,4.6152725,5.6370807,5.436357
1,3,3,30,1.041022,1.1533468,1.0945617,1.0837109,1.5689216,2.3118231,3.2923207,4.2590165,4.983509,5.8799434,5.6672397
1,3,3,31,0.8787265,1.0244904,0.9615919,0.891501,1.2890093,1.9823318,2.9690151,3.976655,4.696035,5.610752,5.3717656
1,3,3,32,0.9261739,1.1119192,1.067537,1.12146,1.7414865,2.5584269,3.573581,4.585149,5.2289658,6.075058,5.7016587
1,3,3,33,0.8097099,1.3845373,1.3987321,1.475096,2.1079774,2.8843,3.9031172,4.9223,5.4144115,6.0904756,5.7347965
1,3,3,34,1.4280041,1.6503401,1.5312278,1.4159873,1.9160098,2.597827,3.5918226,4.604481,5.1815515,5.819308,5.5105047
1,3,3,35,1.2748386,1.4898958,1.3556381,1.2258906,1.7073603,2.3496597,3.3566434,4.3871922,4.9808173,5.659444,5.427532
1,3,3,36,1.2007201,1.5624133,1.4336032,1.3375808,1.9035273,2.6315804,3.642504,4.634344,5.159187,5.8192434,5.5788097
1,3,3,37,1.5091716,1.7637584,1.6615311,1.6590545,2.308541,3.018958,3.9985356,4.8746877,5.301378,5.8422294,5.501431
1,3,3,38,1.4325048,1.688107,1.5255743,1.4545553,2.01798,2.6712914,3.692359,4.646161,5.1633577,5.684638,5.2665987
1,3,3,39,1.4914747,1.7092339,1.5839529,1.4641937,1.9170126,2.5538878,3.510314,4.4038415,4.952194,5.5215955,5.3257704
1,3,3,40,1.489961,1.7065243,1.5837982,1.52514,2.0028887,2.591213,3.5415545,4.3506665,4.7572293,5.2678657,4.9716263
1,3,3,41,1.2500333,1.5923213,1.5698882,1.5362836,2.0097544,2.5955744,3.568591,4.4648104,4.9862804,5.6074505,5.3905897
1,3,3,42,1.333212,1.5563335,1.526601,1.5214051,1.9984146,2.5792308,3.565775,4.462762,5.022388,5.697917,5.5413227
1,3,3,43,0.97741145,1.4413075,1.4523554,1.4271959,1.9291985,2.5237916,3.4701624,4.346512,4.8605676,5.5037265,5.426493
1,3,3,44,0.88519865,1.1560024,1.2309086,1.1479062,1.6120441,2.2181625,3.2198703,4.1664424,4.7854238,5.465192,5.328847
1,3,3,45,0.1192261,0.43626022,0.5640019,0.576638,1.0392377,1.7721231,2.846766,3.92843,4.598003,5.4368515,5.3106465
1,3,3,46,-0.52687204,-0.05545938,0.082583785,0.14904118,0.6655643,1.3933516,2.3523793,3.3932428,4.0658407,4.9409018,4.871747
1,3,3,47,-0.2925321,-0.05752957,-0.015087247,0.058484912,0.69687665,1.5400141,2.5167992,3.5058126,4.260358,5.094899,4.818411
1,3,3,48,-0.030680537,0.114758134,0.076020956,0.008405089,0.6010417,1.4381626,2.4383757,3.5760028,4.3738475,5.132951,4.7128406
1,3,3,49,-0.15086031,0.19418895,0.15057874,0.1186831,0.72064334,1.549397,2.5180306,3.6012127,4.328564,5.057646,4.581725
1,3,3,50,-0.08083141,0.20219183,0.19434142,0.2344718,0.9528954,1.8492229,2.9188716,3.9176116,4.655002,5.378735,4.846254
1,3,3,51,-0.0528332,0.19259894,0.14081562,0.1226871,0.7674684,1.715335,2.7654634,3.9242659,4.6813045,5.388549,4.9088435
1,3,3,52,-0.11316621,0.20952284,0.16656053,0.10774183,0.81033826,1.7133999,2.8877478,4.006399,4.7288465,5.3718605,4.953992
1,3,3,53,-0.0034207106,0.27724254,0.17082906,0.102556944,0.74854296,1.593385,2.7843425,3.9357865,4.6325655,5.32987,4.9275374
1,3,3,54,0.021484971,0.2604717,0.1521548,0.051039815,0.6385565,1.4597667,2.5732095,3.7526126,4.499172,5.204786,4.8783154
1,3,3,55,-0.026977777,0.2592597,0.14425623,0.09909296,0.7260856,1.5497572,2.7168212,3.939991,4.6206355,5.3330226,4.9370785
1,3,3,56,-0.092751145,0.27663136,0.17605174,0.16868412,0.8033933,1.6904974,2.9187539,4.1008096,4.8039675,5.5149713,5.0984397
1,3,3,57,0.097679615,0.3035015,0.18735671,0.14545035,0.83250487,1.7338135,2.8834739,4.0707583,4.8418336,5.5169983,5.082247
1,3,3,58,0.16393828,0.34050024,0.28413582,0.23817015,0.9952672,1.9834533,3.222486,4.4966154,5.2364564,5.991793,5.7434864
1,3,3,59,-0.07727742,0.1883359,0.159724,0.15894973,1.0401454,2.0273933,3.4543595,4.9224524,5.805251,6.4565697,6.0503864
1,3,3,60,-0.22685266,0.008136272,-0.038364887,0.012623429,0.87886935,1.9093269,3.380928,4.7919765,5.596219,6.3554463,5.847265
1,4,4,1,1.6691765,1.4760998,1.3149568,1.2852479,1.56717,2.0468373,2.7893777,3.230936,3.9363368,5.115318,5.123498
1,4,4,2,1.6593509,1.3435005,1.1231151,0.9620262,1.1148612,1.5063446,2.2158508,2.6393132,3.2785552,4.5322657,4.6517925
1,4,4,3,1.3977706,1.1248521,0.8912771,0.7611404,0.82316566,1.0866928,1.7192881,2.189117,2.949236,4.2203617,4.2881823
1,4,4,4,1.4239266,1.1937385,1.0020225,0.89306474,0.99110734,1.2265191,1.8391159,2.2381802,2.9289393,4.151642,4.262988
1,4,4,5,1.580892,1.3004526,1.1030982,1.0246444,1.1806602,1.4285308,1.9847981,2.3170242,2.9115753,4.0263147,3.9999375
1,4,4,6,1.7769645,1.4657146,1.2416457,1.0380481,1.0590632,1.2217665,1.7107213,2.0458505,2.6071353,3.6840525,3.5877366
1,4,4,7,1.5812402,1.4163426,1.218979,1.0439162,1.0797087,1.2222164,1.6617954,1.9838797,2.5387368,3.6632056,3.3989189
1,4,4,8,1.6496464,1.4617976,1.2753863,1.0819292,1.130589,1.2687373,1.6536139,1.8782613,2.3269334,3.380712,3.1639867
1,4,4,9,1.7175844,1.4876974,1.2699337,1.0532874,1.073503,1.1502826,1.4496564,1.6104386,2.0165443,3.0312455,2.7890391
1,4,4,10,1.8636374,1.5384858,1.3070207,1.0523905,1.0687094,1.1543474,1.493195,1.745239,2.3399508,3.5022311,3.344581
1,4,4,11,1.8563201,1.5387547,1.3190992,1.0935597,1.0850537,1.1506897,1.4925753,1.7544397,2.3497932,3.5714245,3.433487
1,4,4,12,1.6527596,1.4697654,1.3320771,1.0852174,1.0985184,1.1908662,1.620055,1.9674942,2.5793133,3.826324,3.7827587
