DATE,Yield_1M,Yield_3M,Yield_6M,Yield_1Y,Yield_2Y,Yield_3Y,Yield_5Y,Yield_7Y,Yield_10Y,Yield_20Y,Yield_30Y
1/28/2002,1.708782781220606,1.7561393205171396,1.8712189848049965,2.2693607258443715,3.1827447217790823,3.730976304415888,4.513728337099838,4.9423293756958,5.1972550507917346,6.012610364322102,5.383140156117909
1/29/2002,1.71876850995006,1.7163125668624781,1.831587556953151,2.2198138495431516,3.042521355978141,3.590901110157882,4.383878981770857,4.823273087601993,5.102018976288601,5.9259973425888655,5.339333413921015
1/30/2002,1.6987969693948224,1.7461830038559851,1.8514042525353738,2.219703161157159,3.0525179737556836,3.611191800388045,4.4041764942416,4.832196067100701,5.099011906195985,5.939709009173573,5.350743328203748
1/31/2002,1.6888110744713394,1.7561393205171396,1.8811256148191502,2.2792575611332384,3.1523302054965647,3.7006733661368454,4.451174955230182,4.880019167422641,5.147555409089964,5.975819343970319,5.366791559129724
2/1/2002,1.6888110744713394,1.7561393205171396,1.861311864059915,2.2096939474322466,3.072763314451315,3.6210742719463744,4.403393002279991,4.842978634367599,5.097413678050764,5.923003206751108,5.337646915351437
2/4/2002,1.6987969693948224,1.766095389363841,1.861311864059915,2.1798323518446243,2.982509431999212,3.5206326737626976,4.324115334039571,4.751784496460427,5.0183958430477125,5.870479676932696,5.30480456442716
2/5/2002,1.7387397181253255,1.7561393205171396,1.8514042525353738,2.209749032452138,2.982151799048078,3.5306395383541833,4.3234392266298185,4.717116300501395,4.996919639415006,5.8639892987657625,5.316416360663383
2/6/2002,1.7287541555844208,1.736226439368075,1.831587556953151,2.189949976972808,2.972420021522179,3.510567304030512,4.335474853571348,4.774315686391972,4.991653577548112,5.938986761610278,5.339265583186473
2/7/2002,1.708782781220606,1.7262696270409752,1.8216784727982,2.190004576579971,2.982527603913785,3.5412327805539165,4.366116342810651,4.7935698572540675,4.998974230485844,5.97946882446022,5.392321525655515
2/8/2002,1.6888110744713394,1.7262696270409752,1.8117688976692266,2.1502387660005553,2.9428072789309154,3.4808916323638077,4.316309946962531,4.754891239471674,4.972042552739119,5.933747170622272,5.370893425836003
2/11/2002,1.7287541555844208,1.7461830038559851,1.8514042525353738,2.1997949101084644,2.942009885788271,3.4905440869989506,4.3260928493506965,4.764764634570522,4.9819685291044085,5.976033508876181,5.38670005106109
2/12/2002,1.7587105939319811,1.7461830038559851,1.861311864059915,2.2495094971532854,3.031932559292275,3.5804389146019058,4.394957627873331,4.822776603067794,5.040605695592366,6.039187823809714,5.405886915182196
2/13/2002,1.7487251975741445,1.7561393205171396,1.861311864059915,2.2594634007940204,3.0821577199312835,3.6305872446344756,4.434541802027271,4.86262327723292,5.0805717123038,6.0659153133325425,5.412693298195275
2/14/2002,1.7487251975741445,1.7461830038559851,1.8514042525353738,2.249565585933758,3.0621858639602793,3.590028581391094,4.383224676092588,4.822747494234892,5.016246406015281,5.9672661263007996,5.385408322393344
2/15/2002,1.71876850995006,1.736226439368075,1.831587556953151,2.189949976972808,2.9623505760191016,3.5005175682527567,4.303942579275753,4.720177093957622,4.926331544019477,5.9188013570629305,5.355041831540523
2/19/2002,1.7287541555844208,1.7561393205171396,1.861311864059915,2.2196478252348326,2.9719143221415414,3.5204548965889924,4.313259128083035,4.7752269188141305,4.943767530378062,5.954232576827556,5.6660138634757935
2/20/2002,1.7487251975741445,1.7561393205171396,1.861311864059915,2.229601709423013,2.991919568663209,3.5301583084886046,4.312357704593279,4.774497766535478,4.943229342936499,5.938032789942888,5.652381429855122
2/21/2002,1.7587105939319811,1.7561393205171396,1.861311864059915,2.2395556000460313,2.991787472562001,3.519764147549466,4.302022090883295,4.7869766850431406,4.942939164860456,5.906283082545568,5.666831700402063
2/22/2002,1.7487251975741445,1.7561393205171396,1.8514042525353738,2.209749032452138,2.962014590856025,3.4796774503965477,4.261795352665755,4.735158765655951,4.903704100122144,5.879915509171811,5.598672818624055
2/25/2002,1.7587105939319811,1.766095389363841,1.8811256148191502,2.249397336355794,3.0016482872512946,3.529647387980571,4.290547512429534,4.752924608724656,4.922061582850847,5.8843905401962955,5.646077804064799
2/26/2002,1.7786811373807232,1.766095389363841,1.900937402849204,2.2990497626204855,3.071387489056103,3.6096858442909747,4.360145729526003,4.834391328708251,4.991029559409588,5.958250862268114,5.613757471659513
2/27/2002,1.7686959072003394,1.766095389363841,1.8712189848049965,2.259407066623786,3.082118976900148,3.558498203829464,4.244897661008444,4.730874999027898,4.9005414229633555,5.893497892072054,5.651923098657536
2/28/2002,1.7587105939319811,1.7860067836633777,1.861311864059915,2.2395556000460313,3.052209926198585,3.6418530928536854,4.295437718654395,4.758845124847967,4.941160209880955,5.952443867256576,5.664883274047396
3/1/2002,1.7786811373807232,1.766095389363841,1.900937402849204,2.3189556349182756,3.1718447616646057,3.730581787037775,4.459732904614814,4.8774989988646915,5.035951972470108,6.039872617475778,5.688353617247495
3/4/2002,1.7686959072003394,1.8059171868531159,1.9306514056276776,2.348638799570719,3.231763038669693,3.7492309983048644,4.457342625249532,4.92125772271294,5.078707135074922,6.036706395480579,5.689846506224255
3/5/2002,1.7786811373807232,1.7959621091407874,1.920747228538948,2.348697358653615,3.2418825319803135,3.769621172141122,4.466950511908754,4.919567432244771,5.077464533625169,6.020015905989841,5.676083939245986
3/6/2002,1.7686959072003394,1.776051210408529,1.9108425609623443,2.3288505126389603,3.2522905592722515,3.7696192464753233,4.477676821078842,4.953073812808744,5.122222583907552,6.065749480250461,5.780561963739636
3/7/2002,1.7686959072003394,1.776051210408529,1.9504582885356705,2.4181838251724845,3.3516289550872873,3.9515619463748584,4.681040664375004,5.133902866514582,5.278322425202022,6.201308437131593,5.808308447844535
3/8/2002,1.7686959072003394,1.8059171868531159,2.0395649952892296,2.556935012423924,3.591174989670724,4.2116932224780985,4.790773350265081,5.22328312913261,5.382739277312807,6.250155880926088,5.862362691848169
3/11/2002,1.798651348483183,1.8556888593700378,2.069258410828852,2.576641454868522,3.5806316487366354,4.170228059953807,4.792781101420043,5.236378511463861,5.38271494133458,6.266173616881848,5.813311360897236
3/12/2002,1.8186212272496605,1.8357809335228872,2.0494632903098937,2.5568712516945067,3.5507704109071856,4.140370151931625,4.773621785853344,5.228457198531058,5.37424545298276,6.272645214137816,5.879513483248344
3/13/2002,1.798651348483183,1.81587201681277,2.0098671706002973,2.5073746624791653,3.4811125584400338,4.060374035667067,4.715058998849435,5.169310058192239,5.339468117899059,6.281959547705143,5.881698104076301
3/14/2002,1.7886662844746364,1.8556888593700378,2.0494632903098937,2.5767699623936453,3.6210855315890687,4.200188608220179,4.855092562422793,5.298497724655882,5.4565289946393,6.375218210324945,5.909878652082028
3/15/2002,1.7886662844746364,1.8556888593700378,2.07915523642409,2.596474444225838,3.6206280090958756,4.230879866710898,4.820968813534552,5.253569945391837,5.400640920469041,6.2860020947004145,5.894585578656111
3/18/2002,1.7686959072003394,1.8755957944525867,2.128632019695954,2.635940341247799,3.660118128833571,4.270436320806369,4.80685989343127,5.21729530869961,5.366077989580837,6.251242090237207,5.863023244017522
3/19/2002,1.8086363294074672,1.8457350202982201,2.089051572307713,2.596409703927906,3.6306735471633997,4.261615387643545,4.797677931244311,5.230865580062245,5.378681159786473,6.26353574292516,5.916019583132501
3/20/2002,1.7886662844746364,1.8357809335228872,2.108842775134216,2.6460196922120836,3.7004173393950928,4.300269204273558,4.890546497414884,5.300513458745932,5.448356106503847,6.353636591156958,5.8935309270417
3/21/2002,1.7786811373807232,1.8357809335228872,2.108842775134216,2.6460196922120836,3.7206058927277734,4.3929469637527445,4.8961752357170685,5.30709802348849,5.4312671319819,6.322253106556694,5.867826056922538
3/22/2002,1.7786811373807232,1.8357809335228872,2.118737642173989,2.68574441036941,3.7602771471149765,4.401542472723028,4.915970307221992,5.327011767960059,5.438883751018196,6.3474185279152,5.8898364764351525
3/25/2002,1.7786811373807232,1.8457350202982201,2.1484193063804136,2.7352782805824214,3.7693956016162535,4.379741407208856,4.937835713561216,5.325543893978481,5.4500989366963015,6.326578023725449,5.936621236214902
3/26/2002,1.8186212272496605,1.8059171868531159,2.108842775134216,2.675863456041395,3.6696520856147408,4.269705349276013,4.870922986325428,5.280735881712028,5.391701451527248,6.248136596244293,5.864610114479052
3/27/2002,1.7686959072003394,1.8059171868531159,2.089051572307713,2.6362032584440596,3.650211251956059,4.281231771987478,4.87121637807607,5.269469573402401,5.393067067540569,6.249021550987997,5.907059729352868
3/28/2002,1.7587105939319811,1.7860067836633777,2.108842775134216,2.6858113932978642,3.7098540050981956,4.3098155289030275,4.932568222415429,5.342258987780491,5.464962132411709,6.324231343226924,5.935194833998837
4/1/2002,1.7886662844746364,1.7860067836633777,2.1484193063804136,2.7452252608312753,3.7288613771840775,4.287603114679857,4.954145348570032,5.340530527678624,5.488327991102562,6.3314612641651085,5.9430618573144764
4/2/2002,1.7886662844746364,1.7959621091407874,2.108842775134216,2.665915526807775,3.619369552334023,4.209192411649609,4.86439793527286,5.261942883736066,5.409440939628805,6.247728952737132,5.9062616934814285
4/3/2002,1.7686959072003394,1.7860067836633777,2.069258410828852,2.5965391909730853,3.539966428967281,4.140090350003004,4.784188395201148,5.181499339164921,5.353717642347032,6.219061586545273,5.874807931705355
4/4/2002,1.7686959072003394,1.776051210408529,2.0593610954736405,2.596603944170617,3.5601840456348883,4.160242331985028,4.782784455857203,5.168922018495143,5.329560842541663,6.179282626123741,5.903065795697784
4/5/2002,1.7587105939319811,1.7561393205171396,2.0197669354829166,2.527212282123396,3.48076067664514,4.101454042579436,4.702091022511288,5.088113217056275,5.2734514871326,6.134301596269169,5.900168244551604
4/8/2002,1.7587105939319811,1.7461830038559851,2.0098671706002973,2.596927806946107,3.499893184831521,4.02773970712204,4.726164343471718,5.1228479830497005,5.306964899076697,6.200219999491914,5.916291271982841
4/9/2002,1.7287541555844208,1.7262696270409752,2.0098671706002973,2.53722564192277,3.470565568200855,4.060289649228374,4.69349081651781,5.0791832163732185,5.276477937673661,6.136273588339098,5.9014332520324215
4/10/2002,1.71876850995006,1.7063552588202444,1.97026321007485,2.5076248178360676,3.471201097452561,4.081469233464614,4.703590409024114,5.1007432963924275,5.297653761550891,6.190074017494067,5.843147194393074
4/11/2002,1.71876850995006,1.7163125668624781,1.9603609944520544,2.4977358041895585,3.461311674137435,4.071564765571014,4.68290050231405,5.080126174806021,5.277176661505617,6.152628679474251,5.872696328837696
4/12/2002,1.708782781220606,1.7063552588202444,1.9504582885356705,2.4281355856829214,3.401901215303603,4.012077208331282,4.623219985411679,5.0430312568187015,5.239289150519015,6.111682679454691,5.940005973543514
4/15/2002,1.708782781220606,1.7163125668624781,1.9504582885356705,2.4281355856829214,3.3716469179776736,3.992229476559443,4.592577141164226,5.000964340688217,5.2099360491025095,6.080367162192581,5.909602327722987
4/16/2002,1.708782781220606,1.736226439368075,1.9603609944520544,2.447978075589624,3.4217281395295105,4.0319254206786015,4.643127411007984,5.051597924000616,5.2604815187056975,6.1336261564468,5.896391305136701
4/17/2002,1.708782781220606,1.7262696270409752,1.9108425609623443,2.4184250817978246,3.402223145583702,3.991661880908396,4.667388193369171,5.086512269362125,5.306457558398581,6.2279525314391595,5.980290286913871
4/18/2002,1.6987969693948224,1.7163125668624781,1.900937402849204,2.3886264040586758,3.3724559751689287,3.9722044964875933,4.669258646109661,5.076536608642672,5.296456980006751,6.201276933927106,6.021783824031555
4/19/2002,1.6888110744713394,1.7262696270409752,1.900937402849204,2.3786734160633944,3.3524331125306075,3.9522009773174416,4.649215808983714,5.056425959983251,5.276336820930636,6.1639913376094295,5.922555830332446
4/22/2002,1.668839035325795,1.7163125668624781,1.9108425609623443,2.398519572528541,3.3621789485651963,3.9413308975116115,4.649324180806687,5.033617592190973,5.254204699513341,6.173342986203891,5.885781235529772
4/23/2002,1.6788250964489202,1.7262696270409752,1.9108425609623443,2.398519572528541,3.3823502823026383,3.9614480244636883,4.647936703023174,5.032523210567516,5.241139924987113,6.144720661331001,5.903507749261153
4/24/2002,1.668839035325795,1.7163125668624781,1.8811256148191502,2.3389781910609115,3.272432500251595,3.872252263407748,4.558340852458572,4.953958891851527,5.174303362104162,6.088463597943994,5.847350677057072
4/25/2002,1.6788250964489202,1.736226439368075,1.8910317541510426,2.3190134581964235,3.2424349705069537,3.8319488408267217,4.5502635742011615,4.9454454315539795,5.165392774110437,6.094483005717876,5.851212071538152
4/26/2002,1.6788250964489202,1.7461830038559851,1.8910317541510426,2.299107083817161,3.2124791815000804,3.802001665422848,4.520225410354503,4.9153060000589495,5.147441572625542,6.042851510306004,5.91171853607751
4/29/2002,1.7287541555844208,1.776051210408529,1.920747228538948,2.348697358653615,3.251962040499677,3.851887948623035,4.5810204575391635,4.964725064165516,5.197128146297413,6.079768486498509,5.905926557987722
4/30/2002,1.7686959072003394,1.766095389363841,1.900937402849204,2.338861534328394,3.2320278799178546,3.8319507689880106,4.561012973092079,4.9332365161229035,5.178169103291521,6.043451801938907,5.872236670943936
5/1/2002,1.7587105939319811,1.766095389363841,1.900937402849204,2.3189556349182756,3.202076238696625,3.781369565872128,4.521194306073604,4.916073859023511,5.148016397045217,6.011628466207271,5.8414938565021925
5/2/2002,1.7387397181253255,1.766095389363841,1.9108425609623443,2.338803214679227,3.242066652240301,3.8316555141159885,4.57154817695528,4.966535084992038,5.198482608280962,6.033217365465861,5.8655179199083225
5/3/2002,1.7287541555844208,1.7561393205171396,1.8712189848049965,2.2693607258443715,3.162587036874731,3.7521138295673393,4.513141953471863,4.90758122396134,5.1513447368223675,5.998052465332542,5.765915678263973
5/6/2002,1.7387397181253255,1.776051210408529,1.8910317541510426,2.289153906709136,3.1823832505092318,3.7719411281275246,4.533079320741259,4.927603872558093,5.17141922913996,6.003475311172166,5.7727426056054405
5/7/2002,1.7686959072003394,1.7561393205171396,1.8514042525353738,2.2595197405775043,3.1325727187837207,3.6705761165565876,4.463951287868987,4.915146775019683,5.169278626973467,6.013790501581159,5.779361960803383
5/8/2002,1.7587105939319811,1.7561393205171396,1.900937402849204,2.3587674612452947,3.3123899265890184,3.870893609500247,4.611103577565926,5.0521384025175875,5.319787687141049,6.1407368854644915,5.8617997201495005
5/9/2002,1.7387397181253255,1.766095389363841,1.8910317541510426,2.3190134581964235,3.262598184580364,3.8004723219619905,4.562093060487116,5.025617628318399,5.27998983104029,6.098694262124947,5.928197855687111
5/10/2002,1.7287541555844208,1.766095389363841,1.8712189848049965,2.259407066623786,3.182885447629035,3.710470499405417,4.493279317167467,4.95620429563972,5.234784438315873,6.080758363965716,5.84240758462331
5/13/2002,1.7686959072003394,1.7860067836633777,1.9108425609623443,2.348755923571038,3.2721642274281892,3.8101213535543543,4.571866715930302,5.046961098776119,5.3133905190219854,6.180375284358655,5.893607150450529
5/14/2002,1.7786811373807232,1.776051210408529,1.9405550922770163,2.418244130314495,3.392008567400183,3.940184521657528,4.670013958625573,5.123031055787508,5.403080221916916,6.2593440980200175,5.906554114474427
5/15/2002,1.7587105939319811,1.7561393205171396,1.920747228538948,2.3984597518411985,3.3621366102525996,3.899997019149877,4.619019086066384,5.083460027284222,5.363241577876156,6.249294857985625,5.893470885703041
5/16/2002,1.7387397181253255,1.7461830038559851,1.8910317541510426,2.338919859788668,3.2723913086589396,3.8102994007479842,4.5504972894593205,5.002822247488197,5.282429902785004,6.2121532669510895,5.9170600272326075
5/17/2002,1.7287541555844208,1.7561393205171396,1.9405550922770163,2.4381481609637277,3.4017935370784866,3.950004457195746,4.626130382561329,5.068255018877279,5.349262093383491,6.28450391361683,5.922079314116146
5/20/2002,1.7287541555844208,1.766095389363841,1.9306514056276776,2.3983999371142413,3.3217606523022365,3.870068520246129,4.556765182052099,4.998430067454352,5.2914154681157735,6.222111949345358,5.862925262246539
5/21/2002,1.7287541555844208,1.7461830038559851,1.9108425609623443,2.3686613621064514,3.271874853793846,3.8202089200400198,4.51749423922908,4.958822555539146,5.263833822212875,6.17575013318543,5.926752972150105
5/22/2002,1.71876850995006,1.736226439368075,1.8910317541510426,2.328966655566289,3.222131957206862,3.749838009435496,4.457784982903053,4.910187375488201,5.214619492410444,6.139191246817513,5.889926278422113
5/23/2002,1.7287541555844208,1.736226439368075,1.900937402849204,2.3687204351420466,3.2719160276513506,3.799613953520004,4.486287560058012,4.927711111870952,5.2451343662911185,6.171425009748259,5.920634495179938
5/24/2002,1.708782781220606,1.736226439368075,1.900937402849204,2.3587674612452947,3.272060709781463,3.810040188696742,4.496617675027119,4.926601409862323,5.24428602488529,6.170859195543212,5.920271648156005
5/28/2002,1.7287541555844208,1.766095389363841,1.9306514056276776,2.3983999371142413,3.291517423035927,3.8192794293779677,4.484637002390622,4.926388012360979,5.244122888148847,6.170750390852794,5.920201873379827
5/29/2002,1.7287541555844208,1.7461830038559851,1.900937402849204,2.338861534328394,3.2320278799178546,3.759745794807871,4.435574232158091,4.865492574741545,5.1953825497293415,6.134463980647552,5.9483943503942305
5/30/2002,1.7287541555844208,1.7461830038559851,1.8910317541510426,2.299107083817161,3.162088158508422,3.6898642657368077,4.386930665160025,4.793581592591261,5.1480112114243015,6.083033126473905,5.941746694639087
5/31/2002,1.71876850995006,1.736226439368075,1.900937402849204,2.3289085812096473,3.2120127276728394,3.729448792104242,4.394584118898004,4.824515087116533,5.166660243973169,6.119422867828426,5.931955641280372
6/3/2002,1.71876850995006,1.766095389363841,1.920747228538948,2.338744900840281,3.1815600118631786,3.719734777639166,4.384770303718497,4.803236126475252,5.14554473032101,6.113398054542853,5.968470336443091
6/4/2002,1.7287541555844208,1.7561393205171396,1.8910317541510426,2.299107083817161,3.1217872785342355,3.6393661239898796,4.336438864741112,4.777099760555846,5.130589747014959,6.1115398107192656,5.9639914077556755
6/5/2002,1.7487251975741445,1.7461830038559851,1.8910317541510426,2.3190134581964235,3.151733385689511,3.67959495514164,4.376709080615571,4.817513736670838,5.1711880294916535,6.154652561752062,6.00569269492943
6/6/2002,1.7387397181253255,1.736226439368075,1.8712189848049965,2.289268064155832,3.1220037089227106,3.6292388489757896,4.3263196310582615,4.778335914745502,5.131544952467183,6.112189029044065,6.008707744118388
6/7/2002,1.7387397181253255,1.736226439368075,1.8811256148191502,2.2991644107251674,3.1520515803146703,3.6695435902641216,4.388074460404931,4.840061166153537,5.193294107562907,6.177441634017172,6.0273641917669245
6/10/2002,1.7487251975741445,1.7561393205171396,1.8811256148191502,2.2892109825889797,3.1421147465354426,3.659603245791216,4.367375005794232,4.807999659468711,5.1614938281518565,6.112026884145323,5.967556222844741
6/11/2002,1.7487251975741445,1.7461830038559851,1.861311864059915,2.2594634007940204,3.0821577199312835,3.589400247178064,4.318441463810747,4.74723433527202,5.112747687882093,6.059629701000301,5.916422695089938
6/12/2002,1.7387397181253255,1.736226439368075,1.8414961501826155,2.239667281215062,3.0422143320357184,3.5494828556878453,4.2676740628129775,4.707746753505758,5.072847912381663,6.0330619303559265,5.888987714210443
6/13/2002,1.708782781220606,1.7163125668624781,1.8117688976692266,2.190059181627665,2.9926361108993564,3.4998586688419304,4.228490705704453,4.668205479849806,5.032906437112921,6.006410521622096,5.8614955563078235
6/14/2002,1.708782781220606,1.7063552588202444,1.7919482742943513,2.1503459850002136,2.9126737886641805,3.3993935043642036,4.127807773517656,4.567152813488607,4.919160268951546,5.886583516057181,5.854015655911249
6/17/2002,1.6987969693948224,1.736226439368075,1.8414961501826155,2.1898953828053838,2.952244708013898,3.4390207906359582,4.167668212728412,4.629929930735074,4.981731757542242,5.968185218077215,5.8664453575597575
6/18/2002,1.6987969693948224,1.7262696270409752,1.8117688976692266,2.1502387660005553,2.922668843089065,3.409380752391822,4.159202604014152,4.609771200342323,4.973675864994569,5.958839815610791,5.856920406480929
6/19/2002,1.6888110744713394,1.7063552588202444,1.7622136557099999,2.06089998821853,2.8031823200724655,3.279612636598194,4.039546762300726,4.489411608501439,4.852501736553411,5.877402912646855,5.882400072490941
6/20/2002,1.6788250964489202,1.7262696270409752,1.8018588315174933,2.11047105259951,2.923221846650837,3.3995363509878405,4.13859613721697,4.589174442351085,4.940866800691505,5.9566866799226625,5.918245248820826
6/21/2002,1.6788250964489202,1.7163125668624781,1.782037225951219,2.080708843814363,2.87333025389803,3.3496691199672126,4.0885128994814535,4.527519710278413,4.879163082597433,5.907200682049477,5.802771413877934
6/24/2002,1.6588528911007279,1.736226439368075,1.8117688976692266,2.140283677631969,2.922797891415787,3.409482005966785,4.159278365045994,4.609832500795137,4.9615164834036,5.962592980383561,5.85946173940229
6/25/2002,1.7387397181253255,1.7262696270409752,1.8018588315174933,2.1502923728295884,2.912637199952789,3.409642533647464,4.159398476899135,4.609929686849679,4.973798975576934,5.990808099083185,5.884960977017654
6/26/2002,1.71876850995006,1.696397702901849,1.7324746157305213,2.041140054783525,2.763273895224918,3.249980234859225,4.020371649914278,4.458667318304406,4.846007278010107,5.916846550911111,5.916334803427229
6/27/2002,1.6987969693948224,1.696397702901849,1.7523011337145438,2.0808644599923607,2.843233836393218,3.3401653471482886,4.110890733791157,4.572211956598608,4.935275138521091,6.029144339639223,5.980992490986667
6/28/2002,1.6888110744713394,1.696397702901849,1.7423881204043135,2.051045954630749,2.8939981305548894,3.370173560535742,4.119645706551914,4.581256307591898,4.956814905697994,6.051761509678255,6.002929606884684
7/1/2002,1.708782781220606,1.7163125668624781,1.772125686439289,2.0807607107053405,2.8733663495915764,3.349697419231892,4.109893872562577,4.6054488262412505,4.943591301473151,6.0387206944914205,5.94599133590129
7/2/2002,1.71876850995006,1.7163125668624781,1.7523011337145438,2.0310817636016028,2.7733910335485152,3.2395353216691665,4.0206622189158,4.515502711931007,4.8652124381805555,5.95377506838556,5.974141817535226
7/3/2002,1.708782781220606,1.7163125668624781,1.7324746157305213,2.0112689847282246,2.773705509797165,3.2500477663128615,4.031096949453662,4.537266766728763,4.8745403947260915,5.964058073965489,5.91710388552062
7/5/2002,1.708782781220606,1.7163125668624781,1.7622136557099999,2.0708562825430707,2.893669756559068,3.380193314869209,4.161769633953956,4.668682477712527,4.994247651667781,6.060709406449746,5.9705192185110905
7/8/2002,1.7287541555844208,1.7262696270409752,1.772125686439289,2.070804661260804,2.8332208117048086,3.3198893049791796,4.101283189420466,4.596523627631536,4.934356245951668,6.028495736503474,5.93583895489005
7/9/2002,1.71876850995006,1.7163125668624781,1.7423881204043135,2.0012620913402976,2.73353274130091,3.2099402631708256,4.012181902217635,4.540726550468243,4.877214231273345,5.9659468018378226,5.87410690750912
7/10/2002,1.7287541555844208,1.7163125668624781,1.7324746157305213,1.9614839808308902,2.6032507457920717,3.06953934913947,3.881839246777968,4.398184391369342,4.758589554444703,5.885712827203151,5.834652447886991
7/11/2002,1.71876850995006,1.7163125668624781,1.7324746157305213,1.9415700176216828,2.6034803222735023,3.0697213090794326,3.8926402528692465,4.397602775111635,4.758136322300786,5.869413427022766,5.931781991440306
7/12/2002,1.708782781220606,1.7063552588202444,1.7324746157305213,1.9614839808308902,2.5529729753623362,3.0193423297353124,3.852729773300449,4.368713245427443,4.728780032414735,5.853496130960156,5.914299024654883
7/15/2002,1.708782781220606,1.7163125668624781,1.7225606196445364,1.9615328647001737,2.542951254922609,3.0400673972125922,3.8840714762214614,4.4000352750172524,4.760031893857327,5.902764738915104,5.9165569861619725
7/16/2002,1.7387397181253255,1.7163125668624781,1.7423881204043135,1.9813485855802826,2.6532775472374968,3.140042852785576,3.9632593120672253,4.491259925674996,4.851647641740414,6.0011660050249676,5.945962926814405
7/17/2002,1.71876850995006,1.7163125668624781,1.7423881204043135,1.9813485855802826,2.6231022019493033,3.0996624417303646,3.922753935778179,4.42789773297454,4.812907823641919,5.958846010488382,5.971641614459196
7/18/2002,1.71876850995006,1.7163125668624781,1.7324746157305213,1.9415700176216828,2.5431435261265336,3.009482065061874,3.8534402064357445,4.357995906101234,4.766710061736822,5.9559190444096926,6.009214959423033
7/19/2002,1.708782781220606,1.7063552588202444,1.7225606196445364,1.9316611762540212,2.4729202459892368,2.939327753835131,3.793561123968144,4.320281827996292,4.716005932165092,5.901220104243188,5.909360114162414
7/22/2002,1.708782781220606,1.696397702901849,1.7225606196445364,1.9316611762540212,2.3925396808512507,2.828356301633994,3.682112035858261,4.219540099897945,4.614554071347672,5.839918358516973,5.889512778928514
